state,county,race,gender,age,househd_size,num_child,num_elder,owner,pets,income,edu,evac
FL,franklin county,white or caucasian,female,32.0,3.0,2.0,0.0,own,no [skip to q108],"over $80,000",college graduate,"no, did not evacuate"
FL,walton county,white or caucasian,male,43.0,2.0,0.0,0.0,rent,yes,"over $80,000",high school graduate,"yes, evacuated"
FL,inland counties,white or caucasian,female,59.0,2.0,0.0,0.0,own,yes,"$25,000 to $39,999",high school graduate,"no, did not evacuate"
FL,escambia county,white or caucasian,female,55.0,2.0,0.0,0.0,own,no [skip to q108],,high school graduate,"no, did not evacuate"
FL,okaloosa county,white or caucasian,male,50.0,4.0,2.0,0.0,own,yes,"over $80,000",some college,"no, did not evacuate"
FL,santa rosa county,white or caucasian,female,59.0,2.0,0.0,0.0,own,yes,,college graduate,"no, did not evacuate"
FL,okaloosa county,white or caucasian,female,,3.0,0.0,0.0,own,yes,,college graduate,"no, did not evacuate"
FL,escambia county,african american or black,female,48.0,5.0,2.0,0.0,own,no [skip to q108],"less than $15,000",high school graduate,"yes, evacuated"
FL,bay county,white or caucasian,male,27.0,2.0,0.0,0.0,own,yes,"$25,000 to $39,999",college graduate,"no, did not evacuate"
FL,santa rosa county,white or caucasian,female,49.0,5.0,2.0,0.0,own,yes,,college graduate,"no, did not evacuate"
FL,bay county,white or caucasian,male,69.0,1.0,,,own,no [skip to q108],"$15,000 to $24,999",high school graduate,"no, did not evacuate"
FL,okaloosa county,white or caucasian,male,31.0,4.0,2.0,0.0,own,yes,"$40,000 to $79,999",some college,"yes, evacuated"
FL,santa rosa county,white or caucasian,female,35.0,4.0,2.0,0.0,own,yes,"$25,000 to $39,999",some college,"yes, evacuated"
FL,inland counties,white or caucasian,female,49.0,4.0,1.0,0.0,own,yes,"over $80,000",post graduate,"no, did not evacuate"
FL,escambia county,white or caucasian,female,50.0,3.0,1.0,0.0,own,yes,,college graduate,"no, did not evacuate"
FL,escambia county,white or caucasian,female,70.0,1.0,,,own,no [skip to q108],,high school graduate,"no, did not evacuate"
FL,monroe county,hispanic,female,42.0,2.0,0.0,0.0,own,yes,"over $80,000",some college,"no, did not evacuate"
FL,bay county,white or caucasian,male,61.0,2.0,0.0,0.0,own,yes,,,"no, did not evacuate"
FL,gulf county,white or caucasian,male,75.0,1.0,,,own,no [skip to q108],"$15,000 to $24,999",some college,"no, did not evacuate"
FL,santa rosa county,white or caucasian,male,46.0,2.0,0.0,0.0,rent,yes,,high school graduate,"no, did not evacuate"
FL,inland counties,white or caucasian,male,49.0,3.0,0.0,0.0,own,yes,"$40,000 to $79,999",some college,"no, did not evacuate"
FL,gulf county,white or caucasian,male,57.0,2.0,0.0,0.0,own,no [skip to q108],"over $80,000",some college,"no, did not evacuate"
FL,franklin county,white or caucasian,female,67.0,1.0,,,rent,no [skip to q108],"less than $15,000",high school graduate,"no, did not evacuate"
FL,monroe county,white or caucasian,female,58.0,2.0,0.0,0.0,own,yes,"over $80,000",post graduate,"no, did not evacuate"
FL,inland counties,white or caucasian,female,72.0,2.0,1.0,0.0,own,yes,"less than $15,000",high school graduate,"no, did not evacuate"
FL,inland counties,african american or black,female,72.0,1.0,,,rent,no [skip to q108],"less than $15,000",high school graduate,"no, did not evacuate"
FL,bay county,white or caucasian,male,29.0,4.0,0.0,0.0,rent,yes,"$40,000 to $79,999",college graduate,"no, did not evacuate"
FL,okaloosa county,white or caucasian,female,63.0,3.0,0.0,1.0,own,yes,"$25,000 to $39,999",some college,"no, did not evacuate"
FL,inland counties,white or caucasian,male,64.0,2.0,0.0,0.0,own,yes,"$40,000 to $79,999",high school graduate,"no, did not evacuate"
FL,escambia county,african american or black,female,47.0,3.0,1.0,0.0,rent,no [skip to q108],"$25,000 to $39,999",some college,"no, did not evacuate"
FL,escambia county,white or caucasian,male,55.0,3.0,0.0,0.0,own,yes,"over $80,000",college graduate,"no, did not evacuate"
FL,inland counties,african american or black,male,80.0,3.0,1.0,1.0,own,no [skip to q108],"less than $15,000",some high school,"no, did not evacuate"
FL,bay county,african american or black,female,49.0,4.0,0.0,0.0,own,no [skip to q108],"less than $15,000",college graduate,"no, did not evacuate"
FL,escambia county,,male,42.0,3.0,2.0,0.0,rent,no [skip to q108],,,"no, did not evacuate"
FL,gulf county,white or caucasian,female,,2.0,0.0,0.0,own,yes,,high school graduate,"no, did not evacuate"
FL,santa rosa county,white or caucasian,female,63.0,2.0,0.0,0.0,own,no [skip to q108],"over $80,000",college graduate,"yes, evacuated"
FL,bay county,white or caucasian,female,69.0,2.0,0.0,0.0,own,yes,"$15,000 to $24,999",some college,"no, did not evacuate"
FL,bay county,other,female,61.0,2.0,0.0,0.0,own,yes,"over $80,000",post graduate,"yes, evacuated"
FL,santa rosa county,white or caucasian,female,69.0,2.0,0.0,2.0,own,no [skip to q108],,some college,"no, did not evacuate"
FL,franklin county,white or caucasian,female,81.0,1.0,,,own,no [skip to q108],"$40,000 to $79,999",high school graduate,"yes, evacuated"
FL,gulf county,white or caucasian,male,,6.0,4.0,0.0,own,no [skip to q108],,,"yes, evacuated"
FL,escambia county,white or caucasian,male,69.0,2.0,0.0,0.0,own,yes,"$25,000 to $39,999",high school graduate,"no, did not evacuate"
FL,santa rosa county,white or caucasian,female,50.0,2.0,0.0,0.0,own,no [skip to q108],"over $80,000",post graduate,"no, did not evacuate"
FL,santa rosa county,white or caucasian,female,64.0,2.0,0.0,0.0,own,yes,"$25,000 to $39,999",high school graduate,"no, did not evacuate"
FL,escambia county,white or caucasian,male,66.0,1.0,,,own,no [skip to q108],"less than $15,000",college graduate,"no, did not evacuate"
FL,escambia county,white or caucasian,male,63.0,2.0,0.0,0.0,own,yes,"$40,000 to $79,999",college graduate,"no, did not evacuate"
FL,okaloosa county,white or caucasian,female,29.0,4.0,2.0,0.0,rent,yes,"$40,000 to $79,999",college graduate,"yes, evacuated"
FL,bay county,american indian,male,54.0,2.0,0.0,0.0,own,yes,"$40,000 to $79,999",some college,"no, did not evacuate"
FL,escambia county,white or caucasian,female,32.0,2.0,0.0,0.0,own,yes,"$40,000 to $79,999",post graduate,"no, did not evacuate"
FL,okaloosa county,white or caucasian,female,60.0,3.0,0.0,0.0,own,yes,,college graduate,"yes, evacuated"
FL,bay county,white or caucasian,male,32.0,3.0,1.0,0.0,own,yes,"$40,000 to $79,999",college graduate,"yes, evacuated"
FL,monroe county,white or caucasian,male,59.0,2.0,0.0,0.0,own,yes,,some college,"no, did not evacuate"
FL,franklin county,white or caucasian,male,74.0,1.0,,,own,no [skip to q108],,college graduate,"no, did not evacuate"
FL,bay county,white or caucasian,female,,5.0,3.0,0.0,own,no [skip to q108],"over $80,000",college graduate,"no, did not evacuate"
FL,inland counties,white or caucasian,male,70.0,2.0,0.0,0.0,own,no [skip to q108],"over $80,000",college graduate,"no, did not evacuate"
FL,monroe county,white or caucasian,female,,2.0,0.0,0.0,own,yes,,some college,"yes, evacuated"
FL,bay county,white or caucasian,female,48.0,3.0,2.0,0.0,own,yes,,some college,"no, did not evacuate"
FL,monroe county,hispanic,male,43.0,2.0,0.0,0.0,own,yes,"over $80,000",college graduate,"yes, evacuated"
FL,inland counties,white or caucasian,female,25.0,3.0,1.0,0.0,own,yes,"$25,000 to $39,999",some college,"no, did not evacuate"
FL,inland counties,white or caucasian,female,63.0,1.0,,,own,yes,"less than $15,000",some college,"yes, evacuated"
FL,escambia county,white or caucasian,female,42.0,4.0,1.0,0.0,own,yes,"$15,000 to $24,999",some college,"yes, evacuated"
FL,okaloosa county,white or caucasian,male,38.0,5.0,3.0,0.0,rent,no [skip to q108],"$25,000 to $39,999",college graduate,"no, did not evacuate"
FL,escambia county,white or caucasian,female,72.0,2.0,0.0,0.0,own,no [skip to q108],"$40,000 to $79,999",some college,"no, did not evacuate"
FL,okaloosa county,white or caucasian,female,61.0,2.0,0.0,0.0,own,yes,"$40,000 to $79,999",college graduate,"no, did not evacuate"
FL,gulf county,african american or black,male,75.0,2.0,1.0,0.0,own,yes,,some college,"no, did not evacuate"
FL,bay county,african american or black,female,72.0,1.0,,,own,no [skip to q108],"$25,000 to $39,999",college graduate,"no, did not evacuate"
FL,okaloosa county,white or caucasian,male,52.0,1.0,,,own,yes,"$25,000 to $39,999",some college,"yes, evacuated"
FL,monroe county,white or caucasian,female,55.0,1.0,,,rent,yes,"$40,000 to $79,999",college graduate,"no, did not evacuate"
FL,escambia county,white or caucasian,female,62.0,1.0,,,own,yes,"$40,000 to $79,999",some high school,"no, did not evacuate"
FL,monroe county,white or caucasian,female,67.0,1.0,,,own,yes,"$15,000 to $24,999",college graduate,"no, did not evacuate"
FL,inland counties,white or caucasian,female,67.0,2.0,0.0,0.0,own,no [skip to q108],"$25,000 to $39,999",high school graduate,"no, did not evacuate"
FL,santa rosa county,white or caucasian,male,59.0,1.0,,,own,yes,"$25,000 to $39,999",college graduate,"no, did not evacuate"
FL,inland counties,other,male,82.0,1.0,,,own,no [skip to q108],"less than $15,000",some high school,"no, did not evacuate"
FL,escambia county,white or caucasian,male,42.0,2.0,0.0,0.0,own,no [skip to q108],"$25,000 to $39,999",high school graduate,"no, did not evacuate"
FL,escambia county,african american or black,female,44.0,4.0,1.0,0.0,rent,yes,"$15,000 to $24,999",some college,"yes, evacuated"
FL,gulf county,white or caucasian,female,47.0,3.0,1.0,0.0,own,yes,"over $80,000",college graduate,"no, did not evacuate"
FL,okaloosa county,other,female,26.0,3.0,1.0,0.0,other,no [skip to q108],"$40,000 to $79,999",college graduate,"yes, evacuated"
FL,okaloosa county,other,male,70.0,2.0,0.0,0.0,own,yes,"$40,000 to $79,999",college graduate,"no, did not evacuate"
FL,escambia county,white or caucasian,male,71.0,2.0,0.0,0.0,own,yes,,post graduate,"no, did not evacuate"
FL,okaloosa county,white or caucasian,male,24.0,4.0,0.0,0.0,other,yes,,college graduate,"yes, evacuated"
FL,gulf county,white or caucasian,male,44.0,2.0,1.0,0.0,own,yes,"$25,000 to $39,999",some college,"no, did not evacuate"
FL,gulf county,white or caucasian,male,70.0,2.0,0.0,0.0,own,no [skip to q108],"over $80,000",some college,"no, did not evacuate"
FL,monroe county,white or caucasian,male,37.0,4.0,2.0,0.0,own,yes,"over $80,000",some high school,"no, did not evacuate"
FL,santa rosa county,white or caucasian,male,59.0,1.0,,,own,no [skip to q108],"$40,000 to $79,999",some college,"yes, evacuated"
FL,gulf county,white or caucasian,female,54.0,5.0,3.0,0.0,own,yes,"$25,000 to $39,999",high school graduate,"yes, evacuated"
FL,gulf county,white or caucasian,male,65.0,2.0,0.0,0.0,own,yes,"over $80,000",post graduate,"no, did not evacuate"
FL,santa rosa county,other,male,64.0,2.0,0.0,0.0,own,no [skip to q108],"$40,000 to $79,999",some college,"yes, evacuated"
FL,escambia county,white or caucasian,female,76.0,1.0,,,own,no [skip to q108],"less than $15,000",some high school,"yes, evacuated"
FL,bay county,white or caucasian,male,53.0,2.0,0.0,0.0,own,yes,"$40,000 to $79,999",college graduate,"no, did not evacuate"
FL,santa rosa county,white or caucasian,male,51.0,2.0,0.0,0.0,own,yes,"over $80,000",college graduate,"yes, evacuated"
FL,monroe county,white or caucasian,female,61.0,1.0,,,rent,yes,"less than $15,000",high school graduate,"no, did not evacuate"
FL,gulf county,white or caucasian,male,51.0,2.0,0.0,1.0,own,yes,"$15,000 to $24,999",high school graduate,"no, did not evacuate"
FL,inland counties,white or caucasian,male,,2.0,0.0,,own,yes,,,"no, did not evacuate"
FL,okaloosa county,white or caucasian,male,72.0,2.0,0.0,0.0,own,no [skip to q108],,high school graduate,"no, did not evacuate"
FL,bay county,white or caucasian,female,40.0,4.0,2.0,0.0,own,yes,"over $80,000",some college,"yes, evacuated"
FL,monroe county,white or caucasian,female,84.0,1.0,,,own,no [skip to q108],"less than $15,000",some college,"yes, evacuated"
FL,franklin county,white or caucasian,female,48.0,2.0,0.0,0.0,own,yes,"$25,000 to $39,999",college graduate,"yes, evacuated"
FL,bay county,white or caucasian,female,62.0,2.0,0.0,1.0,own,no [skip to q108],"$25,000 to $39,999",high school graduate,"no, did not evacuate"
FL,gulf county,white or caucasian,male,52.0,1.0,,,own,yes,"$40,000 to $79,999",some college,"no, did not evacuate"
FL,escambia county,white or caucasian,female,61.0,1.0,,,own,yes,"$15,000 to $24,999",some college,"yes, evacuated"
FL,santa rosa county,white or caucasian,female,68.0,4.0,2.0,0.0,own,yes,"$25,000 to $39,999",some college,"yes, evacuated"
FL,inland counties,white or caucasian,female,66.0,2.0,0.0,0.0,own,yes,,some college,"no, did not evacuate"
FL,monroe county,white or caucasian,female,77.0,1.0,,,own,yes,"$15,000 to $24,999",college graduate,"no, did not evacuate"
FL,escambia county,american indian,male,51.0,4.0,1.0,0.0,own,yes,"over $80,000",college graduate,"no, did not evacuate"
FL,gulf county,white or caucasian,male,45.0,2.0,0.0,0.0,own,yes,"$15,000 to $24,999",some college,"no, did not evacuate"
FL,inland counties,white or caucasian,male,50.0,2.0,0.0,0.0,own,yes,,college graduate,"no, did not evacuate"
FL,santa rosa county,white or caucasian,male,58.0,2.0,0.0,0.0,own,yes,"$40,000 to $79,999",college graduate,"yes, evacuated"
FL,escambia county,white or caucasian,male,77.0,2.0,0.0,0.0,own,no [skip to q108],"$40,000 to $79,999",some college,"yes, evacuated"
FL,okaloosa county,white or caucasian,male,52.0,1.0,,,own,yes,"$15,000 to $24,999",some college,"no, did not evacuate"
FL,monroe county,white or caucasian,male,,2.0,0.0,0.0,own,no [skip to q108],,,"yes, evacuated"
FL,bay county,white or caucasian,male,73.0,2.0,0.0,0.0,own,no [skip to q108],"$25,000 to $39,999",some college,"no, did not evacuate"
FL,gulf county,white or caucasian,female,68.0,1.0,,,own,no [skip to q108],"less than $15,000",high school graduate,"no, did not evacuate"
FL,bay county,white or caucasian,female,56.0,2.0,0.0,0.0,own,yes,"$25,000 to $39,999",high school graduate,"no, did not evacuate"
FL,gulf county,white or caucasian,male,49.0,2.0,0.0,0.0,own,yes,"$40,000 to $79,999",some college,"no, did not evacuate"
FL,inland counties,african american or black,female,57.0,1.0,,,own,no [skip to q108],,high school graduate,"no, did not evacuate"
FL,franklin county,african american or black,male,31.0,5.0,3.0,0.0,own,yes,,some college,"no, did not evacuate"
FL,okaloosa county,white or caucasian,male,57.0,3.0,0.0,0.0,own,no [skip to q108],,college graduate,"no, did not evacuate"
FL,escambia county,white or caucasian,male,42.0,5.0,3.0,0.0,own,yes,"$25,000 to $39,999",some college,"no, did not evacuate"
FL,escambia county,white or caucasian,female,42.0,4.0,1.0,0.0,own,yes,"$40,000 to $79,999",college graduate,"yes, evacuated"
FL,okaloosa county,white or caucasian,male,57.0,3.0,0.0,0.0,own,no [skip to q108],"over $80,000",post graduate,"yes, evacuated"
FL,santa rosa county,white or caucasian,female,41.0,4.0,2.0,0.0,own,yes,"$40,000 to $79,999",college graduate,"no, did not evacuate"
FL,monroe county,white or caucasian,male,72.0,2.0,0.0,0.0,own,no [skip to q108],"$15,000 to $24,999",some high school,"no, did not evacuate"
FL,santa rosa county,white or caucasian,female,58.0,2.0,0.0,0.0,own,yes,"over $80,000",post graduate,"no, did not evacuate"
FL,bay county,american indian,female,66.0,6.0,2.0,0.0,own,yes,,some high school,"yes, evacuated"
FL,santa rosa county,white or caucasian,male,61.0,2.0,0.0,0.0,own,no [skip to q108],"$40,000 to $79,999",post graduate,"yes, evacuated"
FL,inland counties,white or caucasian,female,28.0,3.0,1.0,0.0,own,yes,"$25,000 to $39,999",college graduate,"no, did not evacuate"
FL,monroe county,,male,59.0,2.0,0.0,1.0,own,yes,,post graduate,"yes, evacuated"
FL,escambia county,african american or black,female,80.0,1.0,,,own,no [skip to q108],"less than $15,000",some high school,"yes, evacuated"
FL,bay county,white or caucasian,female,45.0,6.0,2.0,0.0,own,yes,"$40,000 to $79,999",high school graduate,"no, did not evacuate"
FL,escambia county,white or caucasian,female,62.0,2.0,0.0,0.0,own,yes,"$15,000 to $24,999",some college,"yes, evacuated"
FL,bay county,white or caucasian,female,34.0,3.0,1.0,0.0,own,yes,"over $80,000",college graduate,"no, did not evacuate"
FL,santa rosa county,white or caucasian,female,69.0,1.0,,,rent,no [skip to q108],"less than $15,000",some college,"yes, evacuated"
FL,bay county,white or caucasian,male,49.0,4.0,2.0,0.0,own,yes,,college graduate,"no, did not evacuate"
FL,gulf county,white or caucasian,female,24.0,2.0,1.0,0.0,own,yes,"$25,000 to $39,999",some college,"no, did not evacuate"
FL,santa rosa county,white or caucasian,female,54.0,2.0,0.0,0.0,own,yes,,some college,"no, did not evacuate"
FL,inland counties,white or caucasian,male,59.0,1.0,,,own,yes,"$25,000 to $39,999",some college,"no, did not evacuate"
FL,okaloosa county,white or caucasian,female,45.0,4.0,1.0,0.0,own,yes,"over $80,000",high school graduate,"yes, evacuated"
FL,bay county,white or caucasian,male,47.0,4.0,2.0,0.0,rent,yes,,some college,"no, did not evacuate"
FL,escambia county,white or caucasian,male,24.0,5.0,0.0,0.0,own,yes,,college graduate,"no, did not evacuate"
FL,bay county,white or caucasian,male,63.0,2.0,0.0,0.0,own,no [skip to q108],"$25,000 to $39,999",some college,"no, did not evacuate"
FL,gulf county,white or caucasian,female,78.0,1.0,,,own,yes,,high school graduate,"yes, evacuated"
FL,inland counties,white or caucasian,male,60.0,4.0,0.0,0.0,own,yes,"$40,000 to $79,999",college graduate,"no, did not evacuate"
FL,monroe county,white or caucasian,female,49.0,5.0,1.0,0.0,own,yes,"$40,000 to $79,999",college graduate,"no, did not evacuate"
FL,gulf county,white or caucasian,female,29.0,2.0,0.0,0.0,own,yes,"$15,000 to $24,999",some college,"no, did not evacuate"
FL,inland counties,white or caucasian,female,41.0,3.0,0.0,0.0,own,yes,"$15,000 to $24,999",high school graduate,"yes, evacuated"
FL,santa rosa county,white or caucasian,male,53.0,1.0,,,own,no [skip to q108],"$15,000 to $24,999",college graduate,"no, did not evacuate"
FL,gulf county,white or caucasian,female,30.0,6.0,4.0,0.0,own,yes,"$40,000 to $79,999",college graduate,"no, did not evacuate"
FL,inland counties,white or caucasian,male,66.0,2.0,0.0,0.0,own,yes,"$40,000 to $79,999",college graduate,"no, did not evacuate"
FL,escambia county,white or caucasian,female,65.0,2.0,0.0,0.0,own,yes,"$40,000 to $79,999",post graduate,"no, did not evacuate"
FL,santa rosa county,white or caucasian,female,55.0,2.0,0.0,0.0,own,yes,"$40,000 to $79,999",college graduate,"no, did not evacuate"
FL,escambia county,white or caucasian,female,52.0,2.0,1.0,0.0,rent,yes,"over $80,000",college graduate,"yes, evacuated"
FL,monroe county,white or caucasian,female,47.0,3.0,1.0,0.0,rent,yes,"$40,000 to $79,999",high school graduate,"no, did not evacuate"
FL,okaloosa county,white or caucasian,female,54.0,2.0,1.0,0.0,own,yes,"over $80,000",some college,"yes, evacuated"
FL,bay county,white or caucasian,male,60.0,2.0,0.0,0.0,own,yes,"less than $15,000",some high school,"no, did not evacuate"
FL,bay county,african american or black,female,73.0,4.0,1.0,1.0,own,yes,"less than $15,000",high school graduate,"no, did not evacuate"
FL,monroe county,white or caucasian,male,67.0,2.0,0.0,0.0,own,no [skip to q108],,post graduate,"no, did not evacuate"
FL,escambia county,white or caucasian,female,46.0,3.0,0.0,1.0,own,yes,"over $80,000",some college,"no, did not evacuate"
FL,santa rosa county,white or caucasian,female,46.0,3.0,1.0,0.0,own,yes,"$25,000 to $39,999",high school graduate,"no, did not evacuate"
FL,gulf county,white or caucasian,male,70.0,2.0,0.0,0.0,own,no [skip to q108],"$25,000 to $39,999",college graduate,"no, did not evacuate"
FL,santa rosa county,white or caucasian,male,81.0,1.0,,,own,yes,"$15,000 to $24,999",post graduate,"no, did not evacuate"
FL,escambia county,white or caucasian,male,87.0,2.0,0.0,2.0,own,no [skip to q108],"$15,000 to $24,999",some college,"yes, evacuated"
FL,escambia county,other,male,56.0,2.0,0.0,0.0,own,yes,,college graduate,"no, did not evacuate"
FL,bay county,white or caucasian,female,,1.0,,,own,no [skip to q108],,post graduate,"no, did not evacuate"
FL,santa rosa county,white or caucasian,male,46.0,1.0,,,own,no [skip to q108],,high school graduate,"no, did not evacuate"
FL,inland counties,white or caucasian,female,83.0,2.0,0.0,2.0,own,yes,"$40,000 to $79,999",post graduate,"no, did not evacuate"
FL,bay county,white or caucasian,female,38.0,3.0,1.0,0.0,own,yes,"over $80,000",college graduate,"no, did not evacuate"
FL,santa rosa county,white or caucasian,female,57.0,2.0,0.0,0.0,own,no [skip to q108],"over $80,000",college graduate,"no, did not evacuate"
FL,bay county,other,male,51.0,1.0,,,own,yes,"$25,000 to $39,999",some college,"no, did not evacuate"
FL,gulf county,white or caucasian,male,60.0,1.0,,,own,no [skip to q108],,post graduate,"yes, evacuated"
FL,santa rosa county,white or caucasian,female,78.0,3.0,0.0,0.0,own,no [skip to q108],"less than $15,000",some high school,"no, did not evacuate"
FL,bay county,white or caucasian,male,45.0,2.0,0.0,0.0,own,no [skip to q108],"$40,000 to $79,999",some college,"no, did not evacuate"
FL,okaloosa county,white or caucasian,male,72.0,2.0,0.0,0.0,own,no [skip to q108],"$40,000 to $79,999",college graduate,"no, did not evacuate"
FL,gulf county,white or caucasian,female,68.0,1.0,,,own,no [skip to q108],,,"yes, evacuated"
FL,bay county,white or caucasian,male,,,,0.0,own,no [skip to q108],,some college,"no, did not evacuate"
FL,okaloosa county,white or caucasian,male,33.0,4.0,1.0,0.0,own,yes,"over $80,000",college graduate,"no, did not evacuate"
FL,gulf county,white or caucasian,male,63.0,2.0,0.0,0.0,own,no [skip to q108],"$25,000 to $39,999",college graduate,"yes, evacuated"
FL,monroe county,white or caucasian,male,59.0,1.0,,,own,no [skip to q108],"$40,000 to $79,999",some college,"yes, evacuated"
FL,okaloosa county,white or caucasian,male,44.0,2.0,0.0,0.0,own,yes,"over $80,000",college graduate,"yes, evacuated"
FL,okaloosa county,white or caucasian,female,22.0,1.0,,,rent,yes,"$15,000 to $24,999",some college,"no, did not evacuate"
FL,okaloosa county,white or caucasian,female,64.0,2.0,0.0,0.0,own,no [skip to q108],"$40,000 to $79,999",some college,"no, did not evacuate"
FL,gulf county,white or caucasian,male,46.0,4.0,1.0,0.0,own,yes,"less than $15,000",some high school,"no, did not evacuate"
FL,walton county,white or caucasian,female,67.0,2.0,0.0,0.0,own,no [skip to q108],"less than $15,000",some high school,"yes, evacuated"
FL,bay county,white or caucasian,female,82.0,1.0,,,own,no [skip to q108],"over $80,000",some college,"no, did not evacuate"
FL,bay county,african american or black,male,77.0,2.0,0.0,0.0,own,no [skip to q108],,post graduate,"no, did not evacuate"
FL,monroe county,white or caucasian,female,87.0,1.0,,,own,no [skip to q108],,high school graduate,"no, did not evacuate"
FL,bay county,white or caucasian,female,60.0,3.0,0.0,1.0,own,yes,"$40,000 to $79,999",some college,"yes, evacuated"
FL,okaloosa county,white or caucasian,male,58.0,2.0,0.0,0.0,own,yes,,some college,"no, did not evacuate"
FL,okaloosa county,hispanic,female,37.0,4.0,2.0,0.0,own,yes,"$40,000 to $79,999",college graduate,"no, did not evacuate"
FL,walton county,white or caucasian,female,68.0,2.0,0.0,0.0,own,no [skip to q108],,college graduate,"no, did not evacuate"
FL,franklin county,white or caucasian,male,80.0,1.0,,,own,yes,"$25,000 to $39,999",high school graduate,"no, did not evacuate"
FL,santa rosa county,white or caucasian,female,65.0,2.0,0.0,0.0,own,yes,"$25,000 to $39,999",high school graduate,"no, did not evacuate"
FL,inland counties,white or caucasian,female,61.0,1.0,,,own,no [skip to q108],"less than $15,000",some high school,"yes, evacuated"
FL,okaloosa county,white or caucasian,female,43.0,1.0,,,own,no [skip to q108],"less than $15,000",some college,"no, did not evacuate"
FL,santa rosa county,white or caucasian,female,78.0,2.0,0.0,1.0,own,yes,"$15,000 to $24,999",high school graduate,"yes, evacuated"
FL,bay county,white or caucasian,male,64.0,2.0,0.0,0.0,own,yes,"$15,000 to $24,999",some college,"no, did not evacuate"
FL,franklin county,white or caucasian,male,50.0,4.0,2.0,0.0,own,yes,"$40,000 to $79,999",high school graduate,"no, did not evacuate"
FL,gulf county,white or caucasian,male,81.0,2.0,0.0,2.0,own,no [skip to q108],"less than $15,000",post graduate,"no, did not evacuate"
FL,santa rosa county,white or caucasian,male,32.0,5.0,3.0,0.0,own,no [skip to q108],"$40,000 to $79,999",college graduate,"no, did not evacuate"
FL,okaloosa county,white or caucasian,female,57.0,1.0,,,own,yes,,some college,"yes, evacuated"
FL,walton county,white or caucasian,male,72.0,2.0,0.0,0.0,own,no [skip to q108],"$25,000 to $39,999",some college,"no, did not evacuate"
FL,monroe county,white or caucasian,female,51.0,4.0,0.0,2.0,own,yes,,college graduate,"no, did not evacuate"
FL,escambia county,other,male,50.0,3.0,0.0,0.0,own,yes,"$40,000 to $79,999",some college,"no, did not evacuate"
FL,franklin county,white or caucasian,female,37.0,2.0,1.0,0.0,own,no [skip to q108],"over $80,000",post graduate,"yes, evacuated"
FL,franklin county,white or caucasian,male,81.0,2.0,0.0,1.0,own,yes,"$25,000 to $39,999",high school graduate,"no, did not evacuate"
FL,gulf county,white or caucasian,female,61.0,3.0,0.0,0.0,own,yes,"$40,000 to $79,999",college graduate,"yes, evacuated"
FL,okaloosa county,white or caucasian,male,70.0,4.0,0.0,0.0,own,no [skip to q108],,college graduate,"yes, evacuated"
FL,escambia county,,male,,5.0,1.0,0.0,own,yes,,college graduate,"no, did not evacuate"
FL,escambia county,white or caucasian,female,54.0,3.0,0.0,0.0,own,yes,"$15,000 to $24,999",high school graduate,"yes, evacuated"
FL,bay county,african american or black,male,45.0,5.0,3.0,0.0,own,yes,"$40,000 to $79,999",high school graduate,"no, did not evacuate"
FL,okaloosa county,white or caucasian,female,72.0,1.0,,,own,yes,"$15,000 to $24,999",college graduate,"no, did not evacuate"
FL,okaloosa county,white or caucasian,male,43.0,3.0,2.0,0.0,own,yes,"over $80,000",college graduate,"yes, evacuated"
FL,okaloosa county,asian,female,38.0,3.0,1.0,0.0,own,no [skip to q108],,high school graduate,"no, did not evacuate"
FL,bay county,white or caucasian,female,63.0,2.0,0.0,0.0,own,yes,,post graduate,"no, did not evacuate"
FL,okaloosa county,white or caucasian,female,54.0,2.0,0.0,0.0,own,yes,,post graduate,"yes, evacuated"
FL,walton county,white or caucasian,male,71.0,3.0,0.0,0.0,own,yes,,college graduate,"yes, evacuated"
FL,okaloosa county,white or caucasian,female,74.0,1.0,,,rent,no [skip to q108],"less than $15,000",some college,"no, did not evacuate"
FL,inland counties,asian,male,18.0,4.0,1.0,0.0,own,yes,"$40,000 to $79,999",some high school,"no, did not evacuate"
FL,walton county,white or caucasian,male,78.0,2.0,0.0,0.0,own,yes,"$25,000 to $39,999",high school graduate,"yes, evacuated"
FL,escambia county,african american or black,female,65.0,3.0,1.0,0.0,own,yes,"less than $15,000",some high school,"no, did not evacuate"
FL,inland counties,white or caucasian,female,27.0,4.0,2.0,0.0,own,yes,"$40,000 to $79,999",college graduate,"yes, evacuated"
FL,okaloosa county,white or caucasian,female,42.0,2.0,0.0,0.0,own,yes,"over $80,000",some college,"no, did not evacuate"
FL,escambia county,white or caucasian,female,51.0,4.0,1.0,0.0,own,yes,"over $80,000",some college,"no, did not evacuate"
FL,okaloosa county,white or caucasian,female,68.0,2.0,0.0,0.0,own,no [skip to q108],,high school graduate,"no, did not evacuate"
FL,escambia county,white or caucasian,female,71.0,2.0,0.0,0.0,own,yes,,college graduate,"no, did not evacuate"
FL,inland counties,white or caucasian,female,53.0,3.0,0.0,0.0,own,yes,"$15,000 to $24,999",some high school,"no, did not evacuate"
FL,okaloosa county,white or caucasian,male,62.0,2.0,0.0,0.0,own,yes,,post graduate,"yes, evacuated"
FL,bay county,white or caucasian,female,80.0,1.0,,,own,no [skip to q108],"less than $15,000",some high school,"yes, evacuated"
