gender,r_white,have_child,income,edu,ht_single_fam,ht_mobile,coast_dist,evac
0,1,0,1,1,1,0,8.859453588,0
1,1,0,1,0,0,0,12.75867271,0
0,1,0,1,1,1,0,2.340332021,0
1,1,1,1,1,1,0,19.96856221,0
1,0,0,0,0,1,0,0.728852638,0
1,1,0,0,1,1,0,1.342102136,0
1,1,0,1,1,1,0,2.023337186,1
1,1,0,0,0,0,1,27.90755507,1
1,1,0,0,1,0,1,1.612987397,0
1,1,1,1,1,0,0,23.85937954,0
0,1,1,1,0,1,0,1.009873232,0
0,1,1,0,0,1,0,14.10229558,1
1,1,1,1,0,1,0,1.612987397,1
0,1,0,1,0,1,0,8.859453588,0
0,1,0,1,0,1,0,1.027686514,0
0,0,1,1,1,1,0,3.672862249,1
0,0,0,1,1,1,0,1.115907866,0
1,1,1,1,0,1,0,0.525346805,0
0,1,0,1,0,1,0,3.672862249,0
0,1,1,1,1,1,0,3.416588139,0
1,0,1,1,1,1,0,0.904074593,1
1,1,1,0,0,1,0,30.95612471,0
0,1,0,0,0,1,0,0.120303392,0
1,1,0,0,0,0,1,1.115907866,1
0,1,1,0,0,1,0,27.90755507,0
0,1,0,0,1,1,0,15.3961471,0
1,0,1,1,1,1,0,3.416588139,0
0,1,0,0,0,1,0,8.859453588,0
0,1,0,1,0,1,0,1.539532888,0
0,1,1,0,0,1,0,0.525346805,0
0,1,0,0,0,1,0,14.10229558,0
1,1,1,1,0,1,0,20.56920397,0
1,1,0,0,0,1,0,0.28423407,0
1,1,0,1,1,1,0,19.96856221,0
1,1,1,1,1,1,0,2.340332021,0
0,1,0,1,1,0,0,4.882401948,0
0,1,0,0,0,1,0,1.865912747,1
1,1,1,1,0,1,0,15.3961471,0
1,1,0,0,0,1,0,1.612987397,0
1,1,0,0,0,0,0,23.85937954,0
1,0,0,1,1,1,0,0.728852638,0
1,1,1,1,1,1,0,0.923735829,1
0,1,0,0,0,1,0,8.859453588,0
1,1,0,0,0,1,0,23.85937954,0
0,1,1,0,1,1,0,6.417657874,0
1,1,0,1,1,1,0,1.027686514,0
0,1,1,1,1,1,0,0.473529452,1
1,1,0,1,0,1,0,14.10229558,0
0,1,1,1,0,0,1,33.46829429,0
1,1,1,0,0,0,1,6.417657874,1
1,1,0,0,0,1,0,23.85937954,0
1,1,0,1,1,1,0,1.612987397,0
1,1,0,1,1,0,0,4.882401948,0
1,1,1,0,0,0,1,1.009873232,1
0,1,1,1,1,1,0,1.009873232,0
1,1,0,1,0,1,0,0.923735829,1
0,1,0,0,0,1,0,19.96856221,0
0,1,0,0,0,1,0,2.568035154,0
1,1,1,1,0,1,0,3.672862249,0
0,1,0,1,1,1,0,0.827932451,0
0,1,0,1,1,0,0,3.672862249,0
0,0,1,0,0,1,0,25.535641,1
1,1,0,0,1,1,0,0.120303392,0
0,1,1,0,1,1,0,14.10229558,0
1,1,0,0,0,1,0,3.416588139,0
1,1,1,1,0,1,0,0.728852638,1
0,1,1,0,0,1,0,6.417657874,1
0,1,1,1,1,1,0,24.30223428,0
0,1,1,0,1,1,0,1.865912747,0
0,1,0,1,0,1,0,2.568035154,0
0,0,0,1,0,1,0,0.165333745,0
1,1,0,1,0,1,0,15.3961471,0
1,1,0,0,0,1,0,12.75867271,0
1,1,0,0,0,1,0,14.10229558,0
1,1,0,1,0,1,0,41.73708752,0
1,1,0,1,0,1,0,1.539532888,0
0,1,0,0,0,1,0,1.009873232,0
0,1,0,1,1,1,0,1.910242564,0
0,1,1,0,0,1,0,35.61838455,0
0,0,0,0,0,0,0,32.02775274,0
1,1,0,1,1,0,1,6.349388379,0
0,1,0,0,0,1,0,3.672862249,0
1,1,0,1,0,1,0,19.96856221,0
0,0,1,0,0,1,0,1.676215608,0
1,1,0,1,1,1,0,8.859453588,0
1,0,1,0,0,1,0,47.10328686,0
0,0,0,0,1,1,0,1.927571897,0
1,0,1,0,0,1,0,3.157585684,0
0,1,0,1,0,1,0,12.75867271,0
0,1,0,1,1,1,0,0.827932451,1
0,1,0,0,0,0,1,3.416588139,0
0,0,0,1,1,1,0,3.416588139,1
0,1,0,1,0,1,0,0.827932451,0
0,1,0,1,0,0,0,4.195833711,1
1,1,1,1,0,1,0,1.539532888,1
1,1,0,0,0,1,0,2.340332021,0
0,1,0,1,1,1,0,14.10229558,0
0,1,0,0,0,1,0,14.10229558,0
1,1,0,0,1,1,0,2.568035154,0
1,1,0,1,1,1,0,3.157585684,0
0,1,1,1,1,1,0,1.608052042,1
1,0,0,1,0,0,1,15.3961471,0
0,1,0,1,1,1,0,2.568035154,0
0,1,0,1,1,1,0,3.672862249,1
1,1,1,1,1,1,0,0.904074593,1
1,1,0,0,0,1,0,1.910242564,0
1,1,0,1,1,1,0,1.115907866,0
0,1,1,1,1,1,0,0.120303392,0
1,1,0,1,1,1,0,30.95612471,0
0,1,0,1,0,0,0,1.910242564,1
0,1,1,0,0,1,0,15.3961471,0
1,0,0,1,1,0,0,4.882401948,1
0,1,1,0,0,1,0,41.23627252,0
0,1,0,0,0,1,0,44.66304947,1
0,1,1,0,0,0,1,2.340332021,1
1,1,1,0,1,0,0,1.608052042,0
0,1,0,1,0,1,0,2.568035154,0
0,1,0,1,1,1,0,1.608052042,0
1,0,1,1,0,0,0,1.539532888,0
0,0,0,0,1,1,0,0.120303392,0
1,1,0,0,0,1,0,0.473529452,1
0,1,0,1,1,0,0,1.910242564,0
0,1,0,1,0,1,0,25.535641,0
0,1,0,0,1,1,0,1.55214735,0
0,1,0,0,0,1,0,41.73708752,0
1,1,0,0,1,1,0,20.56920397,0
1,0,0,0,0,0,1,32.02775274,0
1,1,0,0,0,1,0,8.859453588,0
0,0,1,0,0,0,1,8.859453588,1
0,1,1,1,1,1,0,1.539532888,0
0,0,1,1,1,0,0,0.322380689,1
1,0,0,1,1,0,0,0.728852638,0
1,1,0,1,1,1,0,1.787364429,0
1,1,0,1,1,1,0,0.473529452,1
1,1,1,0,0,0,0,12.75867271,0
1,1,0,1,0,1,0,12.75867271,0
1,1,1,1,0,1,0,0.165333745,0
1,1,0,1,0,1,0,6.417657874,1
0,1,1,0,0,0,1,12.75867271,1
1,1,0,1,1,1,0,12.75867271,0
1,0,0,1,0,1,0,14.10229558,1
0,1,0,0,0,1,0,3.157585684,1
1,1,0,1,1,1,0,0.120303392,0
1,1,0,1,1,1,0,2.023337186,1
0,1,0,0,0,0,1,1.910242564,0
1,1,0,0,0,0,1,12.75867271,0
1,1,0,0,0,1,0,0.473529452,0
0,1,1,1,0,1,0,3.416588139,1
0,1,0,0,0,0,0,4.882401948,1
0,1,0,0,1,1,0,1.115907866,1
0,1,0,0,0,0,0,1.927571897,0
1,1,0,1,0,1,0,1.539532888,0
0,1,0,0,0,1,0,1.865912747,1
0,1,1,0,0,1,0,0.827932451,1
0,1,0,1,0,1,0,41.49840484,0
0,1,0,0,1,1,0,1.55214735,0
1,0,1,1,1,1,0,8.859453588,0
1,1,0,0,0,1,0,12.75867271,0
1,1,0,1,1,1,0,41.73708752,0
1,1,0,1,1,1,0,1.342102136,1
1,1,0,1,0,1,0,1.103248068,1
1,1,0,0,0,1,0,0.525346805,0
1,1,0,1,0,0,1,4.882401948,1
1,1,0,0,0,0,1,0.120303392,0
0,1,0,0,0,1,0,12.75867271,0
0,1,0,0,0,0,1,3.416588139,0
1,1,0,1,0,1,0,12.75867271,0
0,0,0,0,0,0,1,47.10328686,0
1,0,1,1,0,1,0,1.009873232,0
1,1,0,0,1,1,0,0.473529452,0
1,1,1,0,0,1,0,2.568035154,0
0,1,1,1,1,1,0,1.787364429,1
1,1,0,1,1,1,0,0.728852638,1
0,1,1,1,1,1,0,0.827932451,0
1,1,0,0,0,1,0,2.067239272,0
0,1,0,1,1,1,0,14.10229558,0
0,0,1,1,0,1,0,3.416588139,1
1,1,0,1,1,1,0,6.417657874,1
0,1,1,0,1,1,0,41.73708752,0
1,0,0,1,1,1,0,0.637891304,1
0,0,0,0,0,0,1,27.90755507,1
0,1,1,1,0,0,0,0.120303392,0
0,1,0,0,0,1,0,25.535641,1
0,1,1,1,1,1,0,4.284576606,0
0,1,0,0,0,0,1,1.342102136,1
1,1,1,0,1,1,0,1.927571897,0
0,1,1,0,0,1,0,12.75867271,0
0,1,0,1,0,1,0,2.023337186,0
1,1,0,0,0,0,1,35.61838455,0
0,1,1,1,0,1,0,0.473529452,1
1,1,1,0,0,1,0,3.416588139,0
1,1,0,1,1,1,0,8.859453588,0
1,1,0,0,0,1,0,4.284576606,0
0,1,0,0,0,1,0,1.539532888,1
1,1,0,1,1,1,0,41.73708752,0
0,1,1,1,1,1,0,4.882401948,0
0,1,0,0,0,1,0,12.75867271,0
0,1,0,0,0,0,1,35.61838455,1
1,1,0,0,1,1,0,20.56920397,0
0,1,1,1,1,1,0,12.75867271,0
1,1,0,1,1,1,0,32.02775274,0
0,1,0,1,1,1,0,1.865912747,0
0,1,0,1,1,1,0,1.342102136,0
0,1,1,1,1,1,0,1.676215608,1
0,1,1,1,0,1,0,0.637891304,0
0,1,1,1,0,1,0,1.027686514,1
1,1,0,0,0,0,0,15.3961471,0
0,0,1,0,0,0,0,0.120303392,0
1,1,0,1,1,1,0,1.089101602,0
0,1,0,1,0,1,0,8.859453588,0
0,1,1,0,0,1,0,14.10229558,0
1,1,0,0,1,1,0,1.539532888,0
1,1,0,0,1,1,0,1.342102136,0
1,1,0,0,0,1,0,1.787364429,1
1,0,0,1,1,1,0,8.859453588,0
0,1,0,0,1,1,0,0.904074593,0
1,1,0,0,0,1,0,20.56920397,0
0,1,0,1,1,1,0,28.19527709,0
0,1,1,1,1,1,0,1.927571897,0
0,1,0,1,1,1,0,1.342102136,0
1,0,0,0,0,1,0,0.120303392,0
1,1,0,0,1,1,0,1.539532888,1
0,1,0,0,0,0,1,0.827932451,0
1,1,0,1,0,1,0,6.349388379,0
1,1,0,1,1,1,0,0.473529452,0
0,1,0,0,0,1,0,1.539532888,1
1,1,1,1,1,1,0,3.672862249,0
1,1,0,0,1,0,1,12.75867271,1
1,1,0,1,0,0,0,4.882401948,1
1,1,0,1,1,1,0,1.027686514,1
0,1,0,0,0,0,1,3.672862249,0
0,1,0,1,0,1,0,0.473529452,0
1,1,1,0,0,1,0,12.75867271,0
0,1,0,0,0,0,1,23.85937954,1
0,1,0,1,0,0,0,0.120303392,0
1,0,0,1,1,1,0,0.120303392,0
0,1,0,0,0,1,0,2.067239272,0
0,1,0,1,0,1,0,15.3961471,1
1,1,0,0,0,1,0,3.672862249,0
0,0,1,1,1,1,0,3.672862249,0
0,1,0,0,1,1,0,23.85937954,0
1,1,0,0,0,0,0,4.195833711,0
0,1,0,0,0,1,0,0.827932451,0
0,1,0,0,0,0,1,19.96856221,1
0,1,0,0,0,0,1,3.672862249,0
0,1,0,0,0,1,0,20.56920397,1
1,1,0,0,0,1,0,3.416588139,0
1,1,1,1,0,1,0,1.115907866,0
1,1,0,0,1,1,0,12.75867271,0
1,1,1,1,1,1,0,6.417657874,0
0,1,0,1,0,1,0,1.608052042,1
1,1,0,0,0,1,0,1.612987397,0
0,1,0,0,1,1,0,0.165333745,0
1,0,0,1,0,1,0,2.463356584,0
0,1,1,1,1,1,0,1.009873232,1
1,1,0,0,0,1,0,1.009873232,0
0,1,0,1,1,1,0,1.539532888,1
1,1,0,0,1,1,0,1.027686514,1
1,0,1,1,1,1,0,1.787364429,0
0,1,0,0,0,0,1,14.74587777,1
1,0,1,1,0,1,0,0.120303392,0
0,1,0,0,1,1,0,0.728852638,0
1,1,1,1,1,1,0,0.473529452,1
0,0,1,1,0,1,0,0.473529452,0
0,1,0,0,1,1,0,1.927571897,0
0,1,0,1,1,1,0,1.027686514,1
1,1,0,0,1,0,0,0.923735829,1
0,1,0,0,0,0,0,3.672862249,0
1,0,1,1,0,1,0,47.10328686,0
1,1,0,0,0,1,0,1.612987397,1
0,0,1,0,0,1,0,1.676215608,0
0,1,1,1,1,0,1,53.1873519,1
0,1,0,1,0,1,0,0.473529452,0
0,1,1,1,0,1,0,8.859453588,0
0,1,0,0,0,1,0,1.608052042,0
0,1,0,1,1,1,0,2.340332021,0
0,1,0,0,0,0,0,19.96856221,0
1,1,0,0,1,1,0,1.027686514,1
0,1,0,0,0,0,1,0.120303392,1
0,1,0,1,1,0,1,1.910242564,1
1,1,0,1,0,1,0,15.3961471,0
0,1,0,1,1,1,0,2.067239272,1
1,1,1,1,0,0,1,35.61838455,1
0,1,0,1,0,1,0,8.859453588,1
0,1,0,0,0,0,1,1.115907866,1
0,0,1,1,0,1,0,30.95612471,0
1,1,0,0,0,0,0,0.165333745,0
1,1,1,1,0,1,0,0.473529452,1
1,1,0,1,0,1,0,4.882401948,1
0,1,0,1,0,1,0,1.910242564,1
0,1,0,1,1,1,0,2.067239272,0
0,1,1,0,0,0,0,6.349388379,0
0,1,1,1,0,1,0,4.882401948,0
0,1,1,1,1,1,0,1.910242564,0
1,1,1,1,1,1,0,8.859453588,0
0,1,1,1,1,1,0,35.61838455,0
0,1,0,0,1,1,0,1.787364429,0
0,1,0,0,0,0,0,4.195833711,0
0,1,1,0,0,0,1,15.3961471,1
1,0,1,1,1,1,0,4.882401948,1
0,1,0,1,1,1,0,3.416588139,0
1,1,0,1,0,1,0,6.109034996,0
1,0,0,1,1,1,0,4.882401948,0
1,1,1,0,0,0,1,4.195833711,1
1,1,1,0,1,1,0,1.865912747,1
0,1,0,0,0,1,0,41.23627252,0
0,1,0,0,0,1,0,0.525346805,1
1,1,0,1,1,1,0,4.882401948,1
0,1,1,1,0,1,0,19.96856221,0
1,1,0,1,0,1,0,4.882401948,0
1,0,0,1,0,1,0,4.882401948,1
1,1,0,0,0,1,0,35.61838455,0
0,1,1,0,1,1,0,6.109034996,0
0,1,0,0,0,0,0,4.882401948,0
1,1,0,0,0,0,0,15.3961471,0
1,1,1,1,1,1,0,4.882401948,1
1,1,0,1,1,1,0,1.089101602,0
1,1,1,1,0,1,0,0.473529452,0
0,1,1,1,0,1,0,1.009873232,1
1,1,0,1,1,1,0,0.165333745,1
0,1,0,0,1,0,0,1.910242564,0
0,1,1,0,0,0,1,1.115907866,1
0,1,1,1,1,1,0,4.882401948,1
1,0,0,1,0,0,0,0.165333745,0
0,1,0,1,0,0,0,2.067239272,0
1,1,1,1,1,0,0,1.910242564,0
0,1,1,1,1,1,0,1.927571897,0
1,0,1,0,0,1,0,0.904074593,0
1,1,0,1,0,1,0,3.672862249,0
0,1,0,0,0,1,0,8.859453588,1
0,1,0,0,0,1,0,2.568035154,0
1,1,0,0,0,0,0,4.882401948,1
1,1,1,1,1,1,0,2.568035154,1
0,1,1,1,0,0,0,6.349388379,0
0,1,1,1,1,1,0,8.859453588,0
1,1,0,0,0,0,1,4.882401948,0
0,1,0,1,1,1,0,41.49840484,0
1,0,0,0,1,1,0,1.103248068,1
1,1,0,1,1,1,0,4.882401948,1
0,1,0,0,0,1,0,1.009873232,1
1,1,0,1,1,1,0,1.115907866,0
0,1,0,1,1,1,0,0.120303392,0
0,1,0,0,1,0,0,2.067239272,1
1,1,0,1,1,1,0,4.195833711,0
1,1,0,1,1,1,0,0.165333745,0
0,1,0,0,0,1,0,4.882401948,1
0,1,1,1,1,1,0,1.009873232,0
0,1,1,0,0,0,1,15.3961471,0
0,1,0,0,0,1,0,32.02775274,0
0,1,0,0,0,1,0,1.787364429,0
1,1,0,1,0,1,0,0.637891304,0
0,1,0,1,1,1,0,4.882401948,0
1,1,1,1,0,0,0,1.910242564,0
0,1,0,0,1,1,0,1.009873232,0
1,1,0,1,1,1,0,2.568035154,0
1,0,1,0,1,1,0,0.28423407,0
1,0,0,0,0,1,0,1.787364429,1
1,1,1,1,0,1,0,6.349388379,0
1,1,0,1,1,1,0,19.96856221,0
0,1,0,1,1,1,0,19.96856221,0
1,1,1,1,0,1,0,4.882401948,1
1,1,0,1,0,1,0,2.340332021,0
0,1,0,1,1,1,0,1.55214735,1
1,1,0,1,1,1,0,1.089101602,1
1,1,0,0,0,1,0,0.120303392,0
0,1,0,0,1,0,0,1.910242564,1
1,1,1,0,0,0,0,1.009873232,0
1,1,1,0,0,0,0,1.787364429,1
1,1,0,1,1,0,0,4.882401948,0
0,1,0,1,0,1,0,1.55214735,0
0,1,0,1,0,1,0,2.067239272,0
1,1,0,0,0,1,0,0.165333745,0
0,1,1,1,1,1,0,8.859453588,0
1,1,1,1,0,1,0,41.49840484,0
1,1,0,0,0,1,0,1.009873232,0
1,0,0,1,1,1,0,41.73708752,0
1,0,1,1,1,1,0,2.067239272,1
1,1,1,1,0,1,0,0.165333745,1
1,1,0,1,1,1,0,1.50338764,0
0,1,0,0,0,1,0,1.910242564,0
0,1,1,1,0,1,0,1.55214735,1
1,1,0,0,1,1,0,1.009873232,0
1,1,0,0,1,1,0,0.637891304,1
0,1,0,1,0,0,0,4.882401948,1
1,1,0,1,1,1,0,14.10229558,0
1,1,0,0,0,1,0,2.463356584,0
0,0,0,1,0,0,1,33.46829429,0
1,1,0,0,1,1,0,4.882401948,0
1,1,0,1,1,1,0,1.55214735,0
1,1,0,1,1,0,0,4.882401948,0
0,1,0,1,1,1,0,4.882401948,1
0,1,0,1,1,1,0,2.340332021,1
0,1,0,1,1,1,0,35.61838455,0
1,1,1,1,1,1,0,1.865912747,0
0,1,0,1,1,1,0,1.910242564,0
1,1,0,1,0,1,0,1.539532888,1
0,1,1,0,0,1,0,32.02775274,1
0,1,0,0,0,1,0,2.340332021,0
1,1,0,1,0,1,0,48.05734272,0
1,1,0,0,0,1,0,1.115907866,1
0,1,0,0,0,1,0,35.61838455,0
0,1,0,0,1,0,0,3.672862249,1
1,0,0,1,1,1,0,1.55214735,1
1,1,0,1,1,1,0,4.882401948,1
0,1,1,0,1,1,0,1.55214735,0
0,1,0,1,0,1,0,0.165333745,0
1,1,0,0,1,1,0,4.882401948,0
0,1,0,0,0,1,0,1.55214735,0
0,1,0,0,1,1,0,4.882401948,0
0,1,0,1,1,1,0,1.115907866,1
1,1,0,0,1,1,0,0.637891304,0
1,1,1,1,0,1,0,1.009873232,0
1,1,0,0,0,0,0,4.882401948,0
0,1,1,0,0,0,0,1.115907866,0
1,1,0,1,1,1,0,1.089101602,1
1,0,0,0,0,0,0,4.882401948,0
1,0,0,0,0,1,0,6.417657874,0
0,1,0,1,1,1,0,41.73708752,0
0,1,0,0,0,1,0,32.02775274,0
1,1,0,1,0,1,0,1.910242564,0
0,1,0,1,1,1,0,1.676215608,0
0,1,1,1,1,1,0,0.165333745,0
0,1,0,1,1,1,0,1.009873232,0
1,0,0,0,1,0,1,28.19527709,0
0,1,0,1,0,1,0,4.882401948,1
1,0,0,1,1,0,0,4.882401948,1
0,1,0,0,1,0,1,2.340332021,0
0,1,0,1,0,0,0,1.910242564,0
0,1,1,0,0,1,0,2.340332021,0
1,1,0,1,1,1,0,2.067239272,0
1,1,0,1,0,1,0,1.55214735,0
1,0,0,1,0,1,0,1.787364429,1
0,1,0,0,0,1,0,2.067239272,1
1,1,1,1,1,1,0,8.859453588,0
1,1,1,1,0,1,0,23.85937954,0
0,1,1,0,1,1,0,4.882401948,1
0,1,0,1,0,1,0,1.342102136,0
0,0,1,1,0,0,0,4.882401948,1
0,0,0,0,1,1,0,41.73708752,0
0,1,0,1,0,1,0,8.859453588,0
0,1,1,1,0,1,0,3.672862249,1
1,1,0,0,0,1,0,1.009873232,0
0,1,0,0,0,1,0,32.02775274,1
1,1,0,0,0,1,0,1.55214735,1
1,1,0,1,0,1,0,48.05734272,0
0,1,0,1,1,0,0,1.910242564,0
1,1,0,1,0,1,0,1.910242564,0
1,1,0,1,1,1,0,1.55214735,0
1,1,0,1,0,1,0,1.910242564,0
1,1,0,0,0,1,0,0.165333745,0
0,1,0,0,0,0,0,1.539532888,0
0,1,0,1,1,1,0,0.165333745,1
0,1,0,0,0,1,0,8.859453588,0
0,1,0,1,0,1,0,1.009873232,0
0,1,0,1,0,0,0,0.473529452,1
1,0,1,0,0,1,0,0.120303392,0
1,1,0,0,0,1,0,2.067239272,0
1,1,0,0,1,1,0,0.827932451,1
1,1,0,0,0,1,0,1.539532888,0
0,0,0,0,1,1,0,0.120303392,0
1,1,0,1,1,1,0,4.195833711,0
1,1,0,1,1,1,0,0.637891304,0
0,1,1,1,0,1,0,1.865912747,0
0,1,1,0,0,0,0,1.009873232,0
1,0,1,0,0,1,0,19.96856221,0
1,1,0,1,0,1,0,1.865912747,0
1,1,1,1,1,1,0,4.882401948,0
1,1,0,1,0,1,0,35.61838455,0
1,1,1,1,1,1,0,0.473529452,0
1,1,0,0,1,1,0,4.882401948,1
0,0,0,0,0,0,1,2.568035154,1
0,0,0,0,0,1,0,1.009873232,0
1,1,1,0,0,1,0,35.61838455,0
1,1,0,0,0,0,1,4.882401948,0
1,1,0,1,1,1,0,1.027686514,1
0,1,0,1,0,1,0,1.676215608,0
0,1,1,1,0,1,0,6.109034996,0
1,1,1,1,0,1,0,1.865912747,0
0,1,0,1,0,1,0,12.75867271,0
0,1,1,1,1,1,0,41.73708752,0
1,1,1,0,0,0,1,15.3961471,1
1,1,0,0,0,1,0,33.46829429,0
0,1,0,1,1,1,0,1.009873232,0
1,1,1,0,0,0,0,8.859453588,0
1,1,0,0,0,0,0,1.927571897,0
1,1,1,1,0,1,0,3.416588139,1
1,0,0,1,1,1,0,19.96856221,0
1,1,0,0,1,1,0,0.473529452,1
1,1,0,1,0,0,1,1.910242564,1
0,0,1,0,0,0,0,1.676215608,0
1,1,0,0,1,1,0,1.676215608,0
0,1,0,0,1,1,0,23.85937954,0
1,1,0,0,1,1,0,0.728852638,0
1,1,0,0,0,1,0,27.90755507,1
0,0,0,0,1,0,1,0.637891304,0
0,1,0,1,1,0,0,4.882401948,1
0,1,1,0,0,0,1,35.61838455,1
0,1,1,1,0,1,0,15.3961471,1
0,1,0,0,0,1,0,1.539532888,1
0,0,0,1,1,1,0,2.568035154,0
0,0,1,1,0,1,0,1.910242564,1
1,1,0,1,0,1,0,1.009873232,0
0,1,1,1,0,1,0,0.728852638,0
1,1,0,1,1,1,0,1.910242564,0
0,1,0,0,0,1,0,41.23627252,1
1,1,0,0,0,1,0,1.009873232,1
0,1,1,0,1,0,1,11.42041818,0
0,1,0,1,0,0,1,19.96856221,1
1,1,0,0,0,1,0,19.96856221,0
0,1,0,1,1,1,0,1.910242564,0
1,0,0,1,0,1,0,23.85937954,0
0,0,0,1,1,1,0,2.067239272,0
0,0,0,1,1,1,0,1.115907866,1
0,1,0,0,0,1,0,6.109034996,0
0,1,0,1,0,0,1,3.416588139,0
1,1,0,1,1,0,0,4.882401948,1
1,1,0,1,1,0,0,4.882401948,0
0,1,0,0,0,0,0,1.910242564,0
0,0,0,0,0,1,0,6.109034996,0
0,1,0,1,1,1,0,1.787364429,0
0,1,0,1,1,1,0,0.473529452,0
1,0,0,1,0,0,1,15.3961471,0
1,1,0,1,0,1,0,32.02775274,0
0,1,1,0,0,1,0,1.787364429,0
0,1,0,0,0,1,0,4.195833711,1
1,1,0,1,0,1,0,4.882401948,0
1,1,1,1,0,0,0,4.882401948,1
0,1,0,1,0,1,0,3.416588139,0
1,1,0,1,0,1,0,12.75867271,0
0,1,0,1,0,1,0,1.103248068,0
0,1,0,1,1,0,1,2.067239272,1
1,1,0,1,1,1,0,4.882401948,0
0,1,0,0,1,0,1,4.195833711,0
1,0,0,1,1,1,0,41.73708752,0
0,1,0,0,0,1,0,1.910242564,0
0,1,0,0,0,1,0,2.568035154,1
1,1,0,1,1,1,0,4.882401948,1
1,1,1,0,0,1,0,35.61838455,0
0,1,1,0,0,1,0,3.416588139,0
1,1,0,1,0,1,0,1.676215608,0
0,1,0,1,1,1,0,33.46829429,0
0,1,1,0,0,1,0,6.109034996,0
1,1,0,0,1,0,1,4.882401948,0
1,1,0,0,0,1,0,25.89083817,0
1,1,0,1,0,1,0,4.882401948,1
1,1,1,1,1,1,0,4.882401948,0
1,1,0,1,0,1,0,4.882401948,0
1,1,1,1,1,1,0,4.882401948,0
0,1,1,1,0,0,1,4.32489561,1
0,1,1,1,0,0,0,0.637891304,1
1,1,1,0,0,0,0,1.009873232,0
1,1,0,0,0,1,0,4.882401948,0
1,1,0,1,1,1,0,1.676215608,0
1,0,0,0,0,0,0,15.3961471,0
1,1,1,1,1,1,0,2.067239272,1
1,1,0,0,0,1,0,35.61838455,0
1,1,1,1,0,1,0,2.067239272,0
0,1,0,0,0,0,0,24.30223428,0
1,1,1,0,0,1,0,1.115907866,0
0,1,1,0,0,0,0,1.009873232,0
1,1,1,0,0,1,0,1.009873232,0
1,1,0,1,0,0,0,2.067239272,1
1,0,1,0,0,1,0,23.85937954,0
1,1,0,0,0,1,0,6.109034996,0
1,0,0,1,0,1,0,3.416588139,0
0,1,0,0,0,1,0,2.340332021,1
0,1,0,0,1,0,1,8.859453588,1
1,1,0,0,1,1,0,3.416588139,0
1,1,0,0,0,0,1,19.96856221,1
0,1,1,1,0,1,0,4.882401948,1
0,1,0,1,1,1,0,1.009873232,0
1,1,0,0,0,1,0,3.416588139,0
1,1,0,0,0,1,0,0.637891304,1
1,1,1,1,0,1,0,19.96856221,0
0,1,0,1,0,1,0,0.637891304,0
1,1,1,0,0,1,0,1.115907866,1
1,1,0,0,0,1,0,1.865912747,1
1,1,1,1,1,0,0,4.882401948,1
1,1,1,1,1,1,0,2.568035154,0
1,1,0,1,1,0,0,3.416588139,0
0,1,1,1,1,1,0,41.73708752,0
1,1,1,1,0,1,0,4.882401948,0
1,0,1,1,0,1,0,1.910242564,0
1,1,0,1,0,0,0,2.067239272,1
1,1,0,1,0,1,0,1.55214735,0
1,1,0,1,1,1,0,41.73708752,1
1,1,0,1,0,1,0,1.55214735,0
1,1,0,0,1,1,0,19.96856221,0
1,1,1,1,1,1,0,0.120303392,0
1,1,1,0,0,0,1,4.195833711,0
1,1,0,0,0,1,0,2.340332021,0
0,1,0,0,0,0,0,1.865912747,1
1,1,0,0,0,1,0,0.165333745,0
1,1,1,0,0,1,0,4.195833711,0
1,1,0,0,0,1,0,1.009873232,0
1,1,1,1,1,1,0,8.859453588,0
1,0,0,1,1,1,0,41.73708752,1
0,1,0,0,0,1,0,8.859453588,0
1,1,1,0,0,1,0,19.96856221,0
1,1,0,1,0,1,0,1.927571897,0
1,1,0,0,1,1,0,0.637891304,0
1,1,0,0,1,1,0,0.473529452,0
1,1,0,1,0,1,0,1.910242564,0
1,1,0,1,0,1,0,0.827932451,1
1,1,0,1,0,1,0,12.75867271,0
0,1,1,1,1,1,0,0.923735829,1
1,0,0,1,1,1,0,4.882401948,0
1,1,0,0,0,1,0,44.66304947,0
1,1,0,1,1,1,0,1.115907866,0
1,1,1,0,0,0,0,12.75867271,0
1,0,0,0,1,1,0,1.342102136,1
1,1,1,1,1,1,0,32.02775274,0
1,1,0,1,1,0,0,4.882401948,1
0,1,0,1,1,1,0,0.923735829,1
1,1,1,1,1,1,0,0.728852638,0
0,1,1,0,0,0,0,15.3961471,0
0,1,1,0,1,0,0,4.882401948,1
0,1,0,0,0,1,0,1.787364429,0
0,1,0,0,1,0,0,1.927571897,0
1,0,0,1,0,0,0,4.195833711,0
1,0,1,1,0,0,0,3.672862249,1
0,1,0,1,1,1,0,1.115907866,1
0,1,0,0,0,1,0,6.417657874,0
1,1,0,1,1,1,0,12.75867271,0
1,1,1,0,0,1,0,5.579388044,0
1,1,0,1,1,1,0,3.747214574,0
0,1,0,0,1,1,0,4.012764192,1
0,1,1,0,1,1,0,3.747214574,0
0,1,0,1,1,1,0,17.97992849,0
0,1,0,1,0,1,0,8.187164353,0
0,1,0,0,0,1,0,7.587313637,0
0,1,0,1,1,1,0,4.195833711,0
0,1,0,1,1,1,0,35.61838455,0
1,1,1,1,1,1,0,8.72362352,1
