STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE
09,009,180100,6811,+41.253595,-072.871597
09,009,180200,5545,+41.276894,-072.880032
09,009,180300,2546,+41.274728,-072.869610
09,009,180400,2690,+41.295836,-072.870040
09,009,180500,4692,+41.318672,-072.858701
09,009,180601,3151,+41.315053,-072.842141
09,009,180602,3822,+41.333362,-072.841800
09,009,184100,5083,+41.280909,-072.813308
09,009,184200,4065,+41.276225,-072.841843
09,009,184300,4279,+41.263566,-072.838054
09,009,184400,3327,+41.263927,-072.803748
09,009,184500,2512,+41.283224,-072.787042
09,009,184600,2852,+41.276051,-072.759655
09,009,184700,5908,+41.302218,-072.809310
09,009,186100,7309,+41.328132,-072.773657
09,009,186200,7098,+41.392727,-072.782887
09,009,190100,3340,+41.283360,-072.673234
09,009,190200,3362,+41.270978,-072.705236
09,009,190301,6791,+41.321683,-072.678189
09,009,190302,5448,+41.320389,-072.719854
09,009,190303,3434,+41.380169,-072.711282
09,009,194100,5154,+41.277122,-072.595363
09,009,194201,7837,+41.332391,-072.638903
09,009,194202,5278,+41.328607,-072.607544
09,009,341100,6049,+41.439595,-073.054303
09,009,343101,5810,+41.528480,-072.887472
09,009,343102,3653,+41.513330,-072.888403
09,009,343200,6249,+41.529599,-072.928245
09,009,343300,6809,+41.483274,-072.896032
09,009,343400,6740,+41.483658,-072.920781
09,009,344100,4856,+41.537852,-073.104088
09,009,344200,2719,+41.515611,-073.137250
09,009,345100,6979,+41.504667,-073.041016
09,009,345201,7065,+41.484484,-073.037096
09,009,345202,4229,+41.477518,-073.012935
09,009,345300,6455,+41.485940,-073.064665
09,009,345400,7134,+41.501274,-073.072073
09,009,346101,6674,+41.418724,-073.115083
09,009,346102,6009,+41.430111,-073.151596
09,009,347100,5527,+41.504088,-072.966163
09,009,347200,3878,+41.502249,-072.996941
09,009,348111,2902,+41.478284,-073.272623
09,009,348122,4349,+41.491244,-073.184836
09,009,348123,5739,+41.449834,-073.205119
09,009,348124,2330,+41.481701,-073.226609
09,009,348125,4584,+41.489627,-073.236129
09,009,350100,4852,+41.557950,-073.040944
09,009,350200,3355,+41.565007,-073.034336
09,009,350300,1969,+41.561982,-073.027015
09,009,350400,2487,+41.557326,-073.029389
09,009,350500,2498,+41.547202,-073.034798
09,009,350800,5998,+41.565402,-073.047056
09,009,350900,1987,+41.575381,-073.045291
09,009,351000,3678,+41.575083,-073.034272
09,009,351100,3928,+41.571321,-073.014937
09,009,351200,3862,+41.556215,-073.021385
09,009,351300,5535,+41.550557,-073.011655
09,009,351400,4352,+41.540384,-073.030023
09,009,351500,4915,+41.529032,-073.032923
09,009,351601,3281,+41.539743,-073.050588
09,009,351602,6221,+41.533582,-073.057517
09,009,351700,2717,+41.544170,-073.048386
09,009,351800,4252,+41.552492,-073.069287
09,009,351900,2456,+41.531635,-073.069448
09,009,352000,4920,+41.566884,-073.072790
09,009,352100,4253,+41.578702,-073.078708
09,009,352200,2689,+41.584022,-073.063739
09,009,352300,2815,+41.583802,-073.047465
09,009,352400,3437,+41.600216,-073.030486
09,009,352500,2731,+41.588353,-073.029824
09,009,352600,5395,+41.559040,-072.995028
09,009,352701,3386,+41.548347,-072.976033
09,009,352702,5852,+41.549105,-072.990320
09,009,352800,6545,+41.534666,-072.994615
09,009,361100,6503,+41.573518,-072.969298
09,009,361200,5524,+41.602593,-073.001689
09,009,361300,4653,+41.622375,-072.973767
09,009,361401,4933,+41.308958,-072.932171
09,009,361402,3367,+41.312046,-072.927090
09,009,361500,7607,+41.287373,-072.961587
09,009,990000,0,+41.187108,-072.816194
09,011,650100,2406,+41.393126,-072.344478
09,011,660101,3356,+41.331649,-072.317575
09,011,660102,4247,+41.307235,-072.280037
09,011,690300,6280,+41.357963,-072.114869
09,011,690400,2055,+41.354413,-072.107613
09,011,690500,2827,+41.354417,-072.100713
09,011,690700,1295,+41.344588,-072.102928
09,011,690800,3345,+41.340788,-072.107122
09,011,690900,5156,+41.324695,-072.099307
09,011,693300,5752,+41.346493,-072.167050
09,011,693400,4099,+41.349917,-072.132100
09,011,693500,3528,+41.316751,-072.128710
09,011,693600,2805,+41.402654,-072.111221
09,011,693700,3333,+41.390393,-072.145756
09,011,695201,5266,+41.458640,-072.142772
09,011,695202,6203,+41.471251,-072.196934
09,011,696100,4917,+41.574417,-072.054692
09,011,696200,4813,+41.549822,-072.116182
09,011,696300,2847,+41.556589,-072.086719
09,011,696400,6052,+41.538603,-072.060307
09,011,696500,3134,+41.535596,-072.082154
09,011,696600,4073,+41.521628,-072.103095
09,011,696700,5915,+41.513965,-072.090281
09,011,696800,3974,+41.527708,-072.074755
09,011,697000,4768,+41.519576,-072.062727
09,011,700100,4726,+41.516907,-072.006611
09,011,701100,7691,+41.436629,-071.991962
09,011,701200,7356,+41.433851,-072.064939
09,011,702100,4496,+41.386019,-071.993463
09,011,702300,2163,+41.375788,-072.079670
09,011,702400,3527,+41.355671,-072.075715
09,011,702500,4748,+41.338414,-072.067855
09,011,702600,2114,+41.327884,-072.072397
09,011,702700,4946,+41.350982,-072.052529
09,011,702800,4079,+41.349968,-072.017523
09,011,702900,2473,+41.325315,-071.999783
09,011,703000,3919,+41.353812,-071.980162
09,011,705101,4294,+41.361482,-071.847109
09,011,705102,4343,+41.384310,-071.848827
09,011,705200,3484,+41.348514,-071.907632
09,011,705300,3540,+41.354097,-071.955958
09,011,705400,2884,+41.399553,-071.928671
09,011,707100,5297,+41.457737,-071.871473
09,011,708100,2603,+41.583177,-071.833558
09,011,709100,6322,+41.580737,-071.921241
09,011,709200,5629,+41.611323,-071.973665
09,011,710100,4338,+41.601410,-072.016218
09,011,711100,2984,+41.624214,-072.078269
09,011,712100,1922,+41.613557,-072.142129
09,011,713100,2627,+41.547777,-072.169878
09,011,714101,3429,+41.574596,-072.331698
09,011,714103,7534,+41.555528,-072.376943
09,011,714104,5105,+41.568758,-072.299159
09,011,715100,4151,+41.489573,-072.258655
09,011,716101,6109,+41.332999,-072.231845
09,011,716102,5073,+41.378608,-072.227033
09,011,870100,7308,+41.634057,-072.241505
09,011,870200,5557,+41.379163,-072.064203
09,011,870300,6662,+41.371422,-072.103894
09,011,870501,4470,+41.478167,-072.099730
09,011,870502,3632,+41.443270,-072.107322
09,011,870701,2156,+41.350330,-072.200396
09,011,870703,1749,+41.309105,-072.229149
09,011,870704,4072,+41.316685,-072.202336
09,011,980000,2097,+41.395545,-072.084946
09,011,990100,0,+41.275680,-072.160668
09,013,526101,4630,+41.632636,-072.362962
09,013,526102,5056,+41.684799,-072.402744
09,013,528100,3303,+41.733659,-072.376375
09,013,529100,4980,+41.767139,-072.439272
09,013,530100,2271,+41.864686,-072.437654
09,013,530200,6177,+41.864016,-072.454484
09,013,530301,5533,+41.860340,-072.480335
09,013,530302,5984,+41.840415,-072.484711
09,013,530400,3273,+41.850682,-072.448787
09,013,530500,3243,+41.817286,-072.481340
09,013,530600,2698,+41.818486,-072.448585
09,013,533101,9318,+41.891154,-072.370288
09,013,533102,5734,+41.849049,-072.361957
09,013,535100,9161,+41.901495,-072.483709
09,013,535200,6441,+41.903882,-072.428771
09,013,538100,2339,+42.016555,-072.497440
09,013,538201,5166,+41.992786,-072.474299
09,013,538202,3939,+41.997053,-072.430815
09,013,840100,6041,+41.874898,-072.270523
09,013,850100,5504,+41.806347,-072.369641
09,013,850200,6931,+41.769297,-072.313792
09,013,860100,5485,+41.698747,-072.307013
09,013,881100,4119,+41.791696,-072.203283
09,013,881200,10289,+41.808433,-072.253483
09,013,881300,6189,+41.812470,-072.278187
09,013,881500,5946,+41.760573,-072.237350
09,013,890100,3858,+41.958559,-072.307072
09,013,890201,3878,+41.979251,-072.248403
09,013,890202,5205,+41.982532,-072.343740
09,015,800300,6430,+41.721126,-072.225283
09,015,800400,4040,+41.705326,-072.208563
09,015,800500,7007,+41.712916,-072.167705
09,015,800600,4394,+41.714690,-072.206307
09,015,800700,3397,+41.721993,-072.208643
09,015,815000,2305,+41.785294,-072.128981
09,015,820000,1863,+41.776060,-072.058937
09,015,825000,1726,+41.703963,-072.090902
09,015,830100,4317,+41.886022,-072.172840
09,015,900100,4570,+41.984322,-071.844353
09,015,900200,4888,+41.983881,-071.910521
09,015,901100,7964,+41.961691,-072.010907
09,015,902200,1749,+41.893882,-072.089730
09,015,902500,4247,+41.870667,-071.973600
09,015,903100,7240,+41.920299,-071.906984
09,015,903200,2344,+41.910097,-071.868041
09,015,904100,7466,+41.836323,-071.843539
09,015,904400,4085,+41.834659,-071.891868
09,015,904500,5819,+41.798556,-071.885294
09,015,905100,8210,+41.786682,-071.937078
09,015,906100,5132,+41.689879,-072.005387
09,015,907100,4413,+41.725023,-071.914043
09,015,907200,5506,+41.717506,-071.875392
09,015,907300,5486,+41.670104,-071.916072
09,015,908100,3830,+41.710854,-071.819363
