state,samp,gender,q1110,q99,q102,q103,q104,q105,q106,q112,q113,q2
FL,okaloosa county,female,other,26.0,3.0,1.0,0.0,other,no [skip to q108],"$40,000 to $79,999",college graduate,"yes, evacuated"
FL,okaloosa county,male,other,70.0,2.0,0.0,0.0,own,yes,"$40,000 to $79,999",college graduate,"no, did not evacuate"
FL,escambia county,male,white or caucasian,71.0,2.0,0.0,0.0,own,yes,,post graduate,"no, did not evacuate"
FL,okaloosa county,male,white or caucasian,24.0,4.0,0.0,0.0,other,yes,,college graduate,"yes, evacuated"
FL,gulf county,male,white or caucasian,44.0,2.0,1.0,0.0,own,yes,"$25,000 to $39,999",some college,"no, did not evacuate"
FL,gulf county,male,white or caucasian,70.0,2.0,0.0,0.0,own,no [skip to q108],"over $80,000",some college,"no, did not evacuate"
FL,monroe county,male,white or caucasian,37.0,4.0,2.0,0.0,own,yes,"over $80,000",some high school,"no, did not evacuate"
FL,santa rosa county,male,white or caucasian,59.0,1.0,,,own,no [skip to q108],"$40,000 to $79,999",some college,"yes, evacuated"
FL,gulf county,female,white or caucasian,54.0,5.0,3.0,0.0,own,yes,"$25,000 to $39,999",high school graduate,"yes, evacuated"
FL,gulf county,male,white or caucasian,65.0,2.0,0.0,0.0,own,yes,"over $80,000",post graduate,"no, did not evacuate"
FL,santa rosa county,male,other,64.0,2.0,0.0,0.0,own,no [skip to q108],"$40,000 to $79,999",some college,"yes, evacuated"
FL,escambia county,female,white or caucasian,76.0,1.0,,,own,no [skip to q108],"less than $15,000",some high school,"yes, evacuated"
FL,bay county,male,white or caucasian,53.0,2.0,0.0,0.0,own,yes,"$40,000 to $79,999",college graduate,"no, did not evacuate"
FL,santa rosa county,male,white or caucasian,51.0,2.0,0.0,0.0,own,yes,"over $80,000",college graduate,"yes, evacuated"
FL,monroe county,female,white or caucasian,61.0,1.0,,,rent,yes,"less than $15,000",high school graduate,"no, did not evacuate"
FL,gulf county,male,white or caucasian,51.0,2.0,0.0,1.0,own,yes,"$15,000 to $24,999",high school graduate,"no, did not evacuate"
FL,inland counties,male,white or caucasian,,2.0,0.0,,own,yes,,,"no, did not evacuate"
FL,okaloosa county,male,white or caucasian,72.0,2.0,0.0,0.0,own,no [skip to q108],,high school graduate,"no, did not evacuate"
FL,bay county,female,white or caucasian,40.0,4.0,2.0,0.0,own,yes,"over $80,000",some college,"yes, evacuated"
FL,monroe county,female,white or caucasian,84.0,1.0,,,own,no [skip to q108],"less than $15,000",some college,"yes, evacuated"
FL,franklin county,female,white or caucasian,48.0,2.0,0.0,0.0,own,yes,"$25,000 to $39,999",college graduate,"yes, evacuated"
FL,bay county,female,white or caucasian,62.0,2.0,0.0,1.0,own,no [skip to q108],"$25,000 to $39,999",high school graduate,"no, did not evacuate"
FL,gulf county,male,white or caucasian,52.0,1.0,,,own,yes,"$40,000 to $79,999",some college,"no, did not evacuate"
FL,escambia county,female,white or caucasian,61.0,1.0,,,own,yes,"$15,000 to $24,999",some college,"yes, evacuated"
FL,santa rosa county,female,white or caucasian,68.0,4.0,2.0,0.0,own,yes,"$25,000 to $39,999",some college,"yes, evacuated"
FL,inland counties,female,white or caucasian,66.0,2.0,0.0,0.0,own,yes,,some college,"no, did not evacuate"
FL,monroe county,female,white or caucasian,77.0,1.0,,,own,yes,"$15,000 to $24,999",college graduate,"no, did not evacuate"
FL,escambia county,male,american indian,51.0,4.0,1.0,0.0,own,yes,"over $80,000",college graduate,"no, did not evacuate"
FL,gulf county,male,white or caucasian,45.0,2.0,0.0,0.0,own,yes,"$15,000 to $24,999",some college,"no, did not evacuate"
FL,inland counties,male,white or caucasian,50.0,2.0,0.0,0.0,own,yes,,college graduate,"no, did not evacuate"
FL,santa rosa county,male,white or caucasian,58.0,2.0,0.0,0.0,own,yes,"$40,000 to $79,999",college graduate,"yes, evacuated"
FL,escambia county,male,white or caucasian,77.0,2.0,0.0,0.0,own,no [skip to q108],"$40,000 to $79,999",some college,"yes, evacuated"
FL,okaloosa county,male,white or caucasian,52.0,1.0,,,own,yes,"$15,000 to $24,999",some college,"no, did not evacuate"
FL,monroe county,male,white or caucasian,,2.0,0.0,0.0,own,no [skip to q108],,,"yes, evacuated"
FL,bay county,male,white or caucasian,73.0,2.0,0.0,0.0,own,no [skip to q108],"$25,000 to $39,999",some college,"no, did not evacuate"
FL,gulf county,female,white or caucasian,68.0,1.0,,,own,no [skip to q108],"less than $15,000",high school graduate,"no, did not evacuate"
FL,bay county,female,white or caucasian,56.0,2.0,0.0,0.0,own,yes,"$25,000 to $39,999",high school graduate,"no, did not evacuate"
FL,gulf county,male,white or caucasian,49.0,2.0,0.0,0.0,own,yes,"$40,000 to $79,999",some college,"no, did not evacuate"
FL,inland counties,female,african american or black,57.0,1.0,,,own,no [skip to q108],,high school graduate,"no, did not evacuate"
FL,franklin county,male,african american or black,31.0,5.0,3.0,0.0,own,yes,,some college,"no, did not evacuate"
FL,okaloosa county,male,white or caucasian,57.0,3.0,0.0,0.0,own,no [skip to q108],,college graduate,"no, did not evacuate"
FL,escambia county,male,white or caucasian,42.0,5.0,3.0,0.0,own,yes,"$25,000 to $39,999",some college,"no, did not evacuate"
FL,escambia county,female,white or caucasian,42.0,4.0,1.0,0.0,own,yes,"$40,000 to $79,999",college graduate,"yes, evacuated"
FL,okaloosa county,male,white or caucasian,57.0,3.0,0.0,0.0,own,no [skip to q108],"over $80,000",post graduate,"yes, evacuated"
FL,santa rosa county,female,white or caucasian,41.0,4.0,2.0,0.0,own,yes,"$40,000 to $79,999",college graduate,"no, did not evacuate"
FL,monroe county,male,white or caucasian,72.0,2.0,0.0,0.0,own,no [skip to q108],"$15,000 to $24,999",some high school,"no, did not evacuate"
FL,santa rosa county,female,white or caucasian,58.0,2.0,0.0,0.0,own,yes,"over $80,000",post graduate,"no, did not evacuate"
FL,bay county,female,american indian,66.0,6.0,2.0,0.0,own,yes,,some high school,"yes, evacuated"
FL,santa rosa county,male,white or caucasian,61.0,2.0,0.0,0.0,own,no [skip to q108],"$40,000 to $79,999",post graduate,"yes, evacuated"
FL,inland counties,female,white or caucasian,28.0,3.0,1.0,0.0,own,yes,"$25,000 to $39,999",college graduate,"no, did not evacuate"
FL,monroe county,male,,59.0,2.0,0.0,1.0,own,yes,,post graduate,"yes, evacuated"
FL,escambia county,female,african american or black,80.0,1.0,,,own,no [skip to q108],"less than $15,000",some high school,"yes, evacuated"
FL,bay county,female,white or caucasian,45.0,6.0,2.0,0.0,own,yes,"$40,000 to $79,999",high school graduate,"no, did not evacuate"
FL,escambia county,female,white or caucasian,62.0,2.0,0.0,0.0,own,yes,"$15,000 to $24,999",some college,"yes, evacuated"
FL,bay county,female,white or caucasian,34.0,3.0,1.0,0.0,own,yes,"over $80,000",college graduate,"no, did not evacuate"
FL,santa rosa county,female,white or caucasian,69.0,1.0,,,rent,no [skip to q108],"less than $15,000",some college,"yes, evacuated"
FL,bay county,male,white or caucasian,49.0,4.0,2.0,0.0,own,yes,,college graduate,"no, did not evacuate"
FL,gulf county,female,white or caucasian,24.0,2.0,1.0,0.0,own,yes,"$25,000 to $39,999",some college,"no, did not evacuate"
FL,santa rosa county,female,white or caucasian,54.0,2.0,0.0,0.0,own,yes,,some college,"no, did not evacuate"
FL,inland counties,male,white or caucasian,59.0,1.0,,,own,yes,"$25,000 to $39,999",some college,"no, did not evacuate"
FL,okaloosa county,female,white or caucasian,45.0,4.0,1.0,0.0,own,yes,"over $80,000",high school graduate,"yes, evacuated"
FL,bay county,male,white or caucasian,47.0,4.0,2.0,0.0,rent,yes,,some college,"no, did not evacuate"
FL,escambia county,male,white or caucasian,24.0,5.0,0.0,0.0,own,yes,,college graduate,"no, did not evacuate"
FL,bay county,male,white or caucasian,63.0,2.0,0.0,0.0,own,no [skip to q108],"$25,000 to $39,999",some college,"no, did not evacuate"
FL,gulf county,female,white or caucasian,78.0,1.0,,,own,yes,,high school graduate,"yes, evacuated"
FL,inland counties,male,white or caucasian,60.0,4.0,0.0,0.0,own,yes,"$40,000 to $79,999",college graduate,"no, did not evacuate"
FL,monroe county,female,white or caucasian,49.0,5.0,1.0,0.0,own,yes,"$40,000 to $79,999",college graduate,"no, did not evacuate"
FL,gulf county,female,white or caucasian,29.0,2.0,0.0,0.0,own,yes,"$15,000 to $24,999",some college,"no, did not evacuate"
FL,inland counties,female,white or caucasian,41.0,3.0,0.0,0.0,own,yes,"$15,000 to $24,999",high school graduate,"yes, evacuated"
FL,santa rosa county,male,white or caucasian,53.0,1.0,,,own,no [skip to q108],"$15,000 to $24,999",college graduate,"no, did not evacuate"
FL,gulf county,female,white or caucasian,30.0,6.0,4.0,0.0,own,yes,"$40,000 to $79,999",college graduate,"no, did not evacuate"
FL,inland counties,male,white or caucasian,66.0,2.0,0.0,0.0,own,yes,"$40,000 to $79,999",college graduate,"no, did not evacuate"
FL,escambia county,female,white or caucasian,65.0,2.0,0.0,0.0,own,yes,"$40,000 to $79,999",post graduate,"no, did not evacuate"
FL,santa rosa county,female,white or caucasian,55.0,2.0,0.0,0.0,own,yes,"$40,000 to $79,999",college graduate,"no, did not evacuate"
FL,escambia county,female,white or caucasian,52.0,2.0,1.0,0.0,rent,yes,"over $80,000",college graduate,"yes, evacuated"
FL,monroe county,female,white or caucasian,47.0,3.0,1.0,0.0,rent,yes,"$40,000 to $79,999",high school graduate,"no, did not evacuate"
FL,okaloosa county,female,white or caucasian,54.0,2.0,1.0,0.0,own,yes,"over $80,000",some college,"yes, evacuated"
FL,bay county,male,white or caucasian,60.0,2.0,0.0,0.0,own,yes,"less than $15,000",some high school,"no, did not evacuate"
FL,bay county,female,african american or black,73.0,4.0,1.0,1.0,own,yes,"less than $15,000",high school graduate,"no, did not evacuate"
FL,monroe county,male,white or caucasian,67.0,2.0,0.0,0.0,own,no [skip to q108],,post graduate,"no, did not evacuate"
FL,escambia county,female,white or caucasian,46.0,3.0,0.0,1.0,own,yes,"over $80,000",some college,"no, did not evacuate"
FL,santa rosa county,female,white or caucasian,46.0,3.0,1.0,0.0,own,yes,"$25,000 to $39,999",high school graduate,"no, did not evacuate"
FL,gulf county,male,white or caucasian,70.0,2.0,0.0,0.0,own,no [skip to q108],"$25,000 to $39,999",college graduate,"no, did not evacuate"
FL,santa rosa county,male,white or caucasian,81.0,1.0,,,own,yes,"$15,000 to $24,999",post graduate,"no, did not evacuate"
FL,escambia county,male,white or caucasian,87.0,2.0,0.0,2.0,own,no [skip to q108],"$15,000 to $24,999",some college,"yes, evacuated"
FL,escambia county,male,other,56.0,2.0,0.0,0.0,own,yes,,college graduate,"no, did not evacuate"
FL,bay county,female,white or caucasian,,1.0,,,own,no [skip to q108],,post graduate,"no, did not evacuate"
FL,santa rosa county,male,white or caucasian,46.0,1.0,,,own,no [skip to q108],,high school graduate,"no, did not evacuate"
FL,inland counties,female,white or caucasian,83.0,2.0,0.0,2.0,own,yes,"$40,000 to $79,999",post graduate,"no, did not evacuate"
FL,bay county,female,white or caucasian,38.0,3.0,1.0,0.0,own,yes,"over $80,000",college graduate,"no, did not evacuate"
FL,santa rosa county,female,white or caucasian,57.0,2.0,0.0,0.0,own,no [skip to q108],"over $80,000",college graduate,"no, did not evacuate"
FL,bay county,male,other,51.0,1.0,,,own,yes,"$25,000 to $39,999",some college,"no, did not evacuate"
FL,gulf county,male,white or caucasian,60.0,1.0,,,own,no [skip to q108],,post graduate,"yes, evacuated"
FL,santa rosa county,female,white or caucasian,78.0,3.0,0.0,0.0,own,no [skip to q108],"less than $15,000",some high school,"no, did not evacuate"
FL,bay county,male,white or caucasian,45.0,2.0,0.0,0.0,own,no [skip to q108],"$40,000 to $79,999",some college,"no, did not evacuate"
FL,okaloosa county,male,white or caucasian,72.0,2.0,0.0,0.0,own,no [skip to q108],"$40,000 to $79,999",college graduate,"no, did not evacuate"
FL,gulf county,female,white or caucasian,68.0,1.0,,,own,no [skip to q108],,,"yes, evacuated"
FL,bay county,male,white or caucasian,,,,0.0,own,no [skip to q108],,some college,"no, did not evacuate"
FL,okaloosa county,male,white or caucasian,33.0,4.0,1.0,0.0,own,yes,"over $80,000",college graduate,"no, did not evacuate"
FL,gulf county,male,white or caucasian,63.0,2.0,0.0,0.0,own,no [skip to q108],"$25,000 to $39,999",college graduate,"yes, evacuated"
FL,monroe county,male,white or caucasian,59.0,1.0,,,own,no [skip to q108],"$40,000 to $79,999",some college,"yes, evacuated"
FL,okaloosa county,male,white or caucasian,44.0,2.0,0.0,0.0,own,yes,"over $80,000",college graduate,"yes, evacuated"
FL,okaloosa county,female,white or caucasian,22.0,1.0,,,rent,yes,"$15,000 to $24,999",some college,"no, did not evacuate"
FL,okaloosa county,female,white or caucasian,64.0,2.0,0.0,0.0,own,no [skip to q108],"$40,000 to $79,999",some college,"no, did not evacuate"
FL,gulf county,male,white or caucasian,46.0,4.0,1.0,0.0,own,yes,"less than $15,000",some high school,"no, did not evacuate"
FL,walton county,female,white or caucasian,67.0,2.0,0.0,0.0,own,no [skip to q108],"less than $15,000",some high school,"yes, evacuated"
FL,bay county,female,white or caucasian,82.0,1.0,,,own,no [skip to q108],"over $80,000",some college,"no, did not evacuate"
FL,bay county,male,african american or black,77.0,2.0,0.0,0.0,own,no [skip to q108],,post graduate,"no, did not evacuate"
FL,monroe county,female,white or caucasian,87.0,1.0,,,own,no [skip to q108],,high school graduate,"no, did not evacuate"
FL,bay county,female,white or caucasian,60.0,3.0,0.0,1.0,own,yes,"$40,000 to $79,999",some college,"yes, evacuated"
FL,okaloosa county,male,white or caucasian,58.0,2.0,0.0,0.0,own,yes,,some college,"no, did not evacuate"
FL,okaloosa county,female,hispanic,37.0,4.0,2.0,0.0,own,yes,"$40,000 to $79,999",college graduate,"no, did not evacuate"
FL,walton county,female,white or caucasian,68.0,2.0,0.0,0.0,own,no [skip to q108],,college graduate,"no, did not evacuate"
FL,franklin county,male,white or caucasian,80.0,1.0,,,own,yes,"$25,000 to $39,999",high school graduate,"no, did not evacuate"
FL,santa rosa county,female,white or caucasian,65.0,2.0,0.0,0.0,own,yes,"$25,000 to $39,999",high school graduate,"no, did not evacuate"
FL,inland counties,female,white or caucasian,61.0,1.0,,,own,no [skip to q108],"less than $15,000",some high school,"yes, evacuated"
FL,okaloosa county,female,white or caucasian,43.0,1.0,,,own,no [skip to q108],"less than $15,000",some college,"no, did not evacuate"
FL,santa rosa county,female,white or caucasian,78.0,2.0,0.0,1.0,own,yes,"$15,000 to $24,999",high school graduate,"yes, evacuated"
FL,bay county,male,white or caucasian,64.0,2.0,0.0,0.0,own,yes,"$15,000 to $24,999",some college,"no, did not evacuate"
FL,franklin county,male,white or caucasian,50.0,4.0,2.0,0.0,own,yes,"$40,000 to $79,999",high school graduate,"no, did not evacuate"
FL,gulf county,male,white or caucasian,81.0,2.0,0.0,2.0,own,no [skip to q108],"less than $15,000",post graduate,"no, did not evacuate"
FL,santa rosa county,male,white or caucasian,32.0,5.0,3.0,0.0,own,no [skip to q108],"$40,000 to $79,999",college graduate,"no, did not evacuate"
FL,okaloosa county,female,white or caucasian,57.0,1.0,,,own,yes,,some college,"yes, evacuated"
FL,walton county,male,white or caucasian,72.0,2.0,0.0,0.0,own,no [skip to q108],"$25,000 to $39,999",some college,"no, did not evacuate"
FL,monroe county,female,white or caucasian,51.0,4.0,0.0,2.0,own,yes,,college graduate,"no, did not evacuate"
FL,escambia county,male,other,50.0,3.0,0.0,0.0,own,yes,"$40,000 to $79,999",some college,"no, did not evacuate"
FL,franklin county,female,white or caucasian,37.0,2.0,1.0,0.0,own,no [skip to q108],"over $80,000",post graduate,"yes, evacuated"
FL,franklin county,male,white or caucasian,81.0,2.0,0.0,1.0,own,yes,"$25,000 to $39,999",high school graduate,"no, did not evacuate"
FL,gulf county,female,white or caucasian,61.0,3.0,0.0,0.0,own,yes,"$40,000 to $79,999",college graduate,"yes, evacuated"
FL,okaloosa county,male,white or caucasian,70.0,4.0,0.0,0.0,own,no [skip to q108],,college graduate,"yes, evacuated"
FL,escambia county,male,,,5.0,1.0,0.0,own,yes,,college graduate,"no, did not evacuate"
FL,escambia county,female,white or caucasian,54.0,3.0,0.0,0.0,own,yes,"$15,000 to $24,999",high school graduate,"yes, evacuated"
FL,bay county,male,african american or black,45.0,5.0,3.0,0.0,own,yes,"$40,000 to $79,999",high school graduate,"no, did not evacuate"
FL,okaloosa county,female,white or caucasian,72.0,1.0,,,own,yes,"$15,000 to $24,999",college graduate,"no, did not evacuate"
FL,okaloosa county,male,white or caucasian,43.0,3.0,2.0,0.0,own,yes,"over $80,000",college graduate,"yes, evacuated"
FL,okaloosa county,female,asian,38.0,3.0,1.0,0.0,own,no [skip to q108],,high school graduate,"no, did not evacuate"
FL,bay county,female,white or caucasian,63.0,2.0,0.0,0.0,own,yes,,post graduate,"no, did not evacuate"
FL,okaloosa county,female,white or caucasian,54.0,2.0,0.0,0.0,own,yes,,post graduate,"yes, evacuated"
FL,walton county,male,white or caucasian,71.0,3.0,0.0,0.0,own,yes,,college graduate,"yes, evacuated"
FL,okaloosa county,female,white or caucasian,74.0,1.0,,,rent,no [skip to q108],"less than $15,000",some college,"no, did not evacuate"
FL,inland counties,male,asian,18.0,4.0,1.0,0.0,own,yes,"$40,000 to $79,999",some high school,"no, did not evacuate"
FL,walton county,male,white or caucasian,78.0,2.0,0.0,0.0,own,yes,"$25,000 to $39,999",high school graduate,"yes, evacuated"
FL,escambia county,female,african american or black,65.0,3.0,1.0,0.0,own,yes,"less than $15,000",some high school,"no, did not evacuate"
FL,inland counties,female,white or caucasian,27.0,4.0,2.0,0.0,own,yes,"$40,000 to $79,999",college graduate,"yes, evacuated"
FL,okaloosa county,female,white or caucasian,42.0,2.0,0.0,0.0,own,yes,"over $80,000",some college,"no, did not evacuate"
FL,escambia county,female,white or caucasian,51.0,4.0,1.0,0.0,own,yes,"over $80,000",some college,"no, did not evacuate"
FL,okaloosa county,female,white or caucasian,68.0,2.0,0.0,0.0,own,no [skip to q108],,high school graduate,"no, did not evacuate"
FL,escambia county,female,white or caucasian,71.0,2.0,0.0,0.0,own,yes,,college graduate,"no, did not evacuate"
FL,inland counties,female,white or caucasian,53.0,3.0,0.0,0.0,own,yes,"$15,000 to $24,999",some high school,"no, did not evacuate"
FL,okaloosa county,male,white or caucasian,62.0,2.0,0.0,0.0,own,yes,,post graduate,"yes, evacuated"
FL,bay county,female,white or caucasian,80.0,1.0,,,own,no [skip to q108],"less than $15,000",some high school,"yes, evacuated"
FL,monroe county,female,white or caucasian,44.0,2.0,0.0,0.0,own,yes,"$40,000 to $79,999",college graduate,"yes, evacuated"
FL,bay county,male,white or caucasian,67.0,2.0,0.0,0.0,own,no [skip to q108],"over $80,000",high school graduate,"no, did not evacuate"
FL,monroe county,female,white or caucasian,55.0,2.0,0.0,0.0,own,yes,"$40,000 to $79,999",post graduate,"yes, evacuated"
FL,inland counties,male,white or caucasian,18.0,5.0,1.0,0.0,own,yes,,high school graduate,"yes, evacuated"
FL,escambia county,female,white or caucasian,47.0,4.0,0.0,0.0,own,yes,"over $80,000",some college,"yes, evacuated"
FL,franklin county,female,white or caucasian,60.0,1.0,,,own,no [skip to q108],"$15,000 to $24,999",high school graduate,"yes, evacuated"
FL,inland counties,female,hispanic,41.0,3.0,1.0,0.0,own,yes,"$40,000 to $79,999",some college,"no, did not evacuate"
FL,monroe county,male,white or caucasian,30.0,1.0,,,rent,yes,"$25,000 to $39,999",high school graduate,"no, did not evacuate"
FL,okaloosa county,male,white or caucasian,,4.0,2.0,0.0,own,yes,,some high school,"yes, evacuated"
FL,monroe county,male,white or caucasian,61.0,4.0,0.0,0.0,own,yes,"over $80,000",high school graduate,"yes, evacuated"
FL,monroe county,female,white or caucasian,,2.0,0.0,0.0,own,no [skip to q108],,some college,"yes, evacuated"
FL,monroe county,female,white or caucasian,34.0,3.0,0.0,0.0,own,yes,"$40,000 to $79,999",post graduate,"no, did not evacuate"
FL,bay county,female,white or caucasian,38.0,5.0,3.0,0.0,own,yes,"$25,000 to $39,999",high school graduate,"no, did not evacuate"
FL,monroe county,female,white or caucasian,49.0,4.0,2.0,0.0,own,yes,"$40,000 to $79,999",some college,"no, did not evacuate"
FL,monroe county,female,white or caucasian,48.0,4.0,2.0,0.0,own,no [skip to q108],"over $80,000",college graduate,"no, did not evacuate"
FL,escambia county,male,white or caucasian,57.0,6.0,2.0,0.0,own,no [skip to q108],"over $80,000",college graduate,"no, did not evacuate"
FL,inland counties,female,white or caucasian,63.0,5.0,2.0,0.0,own,yes,,college graduate,"no, did not evacuate"
FL,escambia county,female,white or caucasian,52.0,2.0,0.0,0.0,own,yes,"$25,000 to $39,999",college graduate,"no, did not evacuate"
FL,franklin county,female,white or caucasian,78.0,1.0,,,rent,no [skip to q108],"less than $15,000",some college,"no, did not evacuate"
FL,bay county,female,white or caucasian,33.0,5.0,3.0,0.0,own,yes,"$15,000 to $24,999",high school graduate,"yes, evacuated"
FL,monroe county,male,other,43.0,6.0,4.0,0.0,own,no [skip to q108],"over $80,000",college graduate,"yes, evacuated"
FL,bay county,female,white or caucasian,55.0,2.0,0.0,0.0,own,yes,"$40,000 to $79,999",college graduate,"no, did not evacuate"
FL,escambia county,male,white or caucasian,55.0,3.0,0.0,1.0,own,no [skip to q108],"over $80,000",high school graduate,"no, did not evacuate"
FL,monroe county,male,african american or black,46.0,1.0,,,own,no [skip to q108],,college graduate,"no, did not evacuate"
FL,franklin county,male,white or caucasian,18.0,5.0,2.0,0.0,own,yes,"$15,000 to $24,999",high school graduate,"yes, evacuated"
FL,escambia county,male,white or caucasian,41.0,4.0,2.0,0.0,own,no [skip to q108],"$25,000 to $39,999",college graduate,"yes, evacuated"
FL,inland counties,female,white or caucasian,81.0,2.0,0.0,2.0,own,no [skip to q108],,some high school,"no, did not evacuate"
FL,okaloosa county,female,white or caucasian,59.0,2.0,0.0,0.0,own,no [skip to q108],,high school graduate,"yes, evacuated"
FL,monroe county,male,white or caucasian,66.0,2.0,0.0,0.0,own,yes,"over $80,000",post graduate,"yes, evacuated"
FL,inland counties,female,white or caucasian,,4.0,2.0,0.0,own,yes,,high school graduate,"no, did not evacuate"
FL,monroe county,male,white or caucasian,62.0,2.0,0.0,0.0,own,yes,"over $80,000",some college,"no, did not evacuate"
FL,monroe county,male,hispanic,59.0,1.0,,,own,yes,"$40,000 to $79,999",some college,"yes, evacuated"
FL,inland counties,male,white or caucasian,61.0,2.0,0.0,0.0,rent,yes,"$25,000 to $39,999",high school graduate,"no, did not evacuate"
FL,escambia county,female,white or caucasian,42.0,3.0,2.0,0.0,own,yes,"$25,000 to $39,999",college graduate,"no, did not evacuate"
FL,monroe county,female,white or caucasian,82.0,1.0,,,rent,no [skip to q108],"less than $15,000",some college,"no, did not evacuate"
FL,bay county,male,white or caucasian,71.0,2.0,0.0,0.0,own,yes,"$15,000 to $24,999",high school graduate,"no, did not evacuate"
FL,monroe county,male,white or caucasian,43.0,4.0,1.0,0.0,own,yes,"over $80,000",college graduate,"yes, evacuated"
FL,monroe county,male,white or caucasian,66.0,1.0,,,own,yes,"$40,000 to $79,999",college graduate,"no, did not evacuate"
FL,okaloosa county,male,white or caucasian,31.0,3.0,2.0,0.0,own,yes,,high school graduate,"no, did not evacuate"
FL,franklin county,female,white or caucasian,40.0,4.0,2.0,0.0,own,yes,"over $80,000",some college,"yes, evacuated"
FL,monroe county,male,white or caucasian,59.0,3.0,0.0,0.0,own,no [skip to q108],"$40,000 to $79,999",college graduate,"yes, evacuated"
FL,monroe county,female,white or caucasian,51.0,2.0,0.0,0.0,own,yes,"$25,000 to $39,999",college graduate,"no, did not evacuate"
FL,franklin county,female,white or caucasian,55.0,4.0,2.0,0.0,own,no [skip to q108],"less than $15,000",high school graduate,"yes, evacuated"
FL,monroe county,female,white or caucasian,43.0,4.0,2.0,0.0,own,yes,"over $80,000",post graduate,"yes, evacuated"
FL,monroe county,male,,,1.0,,,rent,no [skip to q108],,,"no, did not evacuate"
FL,monroe county,female,white or caucasian,56.0,2.0,0.0,0.0,own,no [skip to q108],"$40,000 to $79,999",high school graduate,"no, did not evacuate"
FL,monroe county,male,white or caucasian,39.0,4.0,2.0,0.0,own,yes,"over $80,000",college graduate,"no, did not evacuate"
FL,bay county,female,white or caucasian,40.0,3.0,1.0,0.0,own,yes,"$40,000 to $79,999",college graduate,"no, did not evacuate"
FL,bay county,male,african american or black,55.0,3.0,1.0,0.0,own,yes,"$25,000 to $39,999",some college,"no, did not evacuate"
FL,okaloosa county,male,white or caucasian,48.0,1.0,,,own,yes,,some college,"no, did not evacuate"
FL,escambia county,female,white or caucasian,66.0,4.0,0.0,0.0,own,no [skip to q108],,some college,"yes, evacuated"
FL,escambia county,female,white or caucasian,61.0,1.0,,,own,yes,"less than $15,000",high school graduate,"no, did not evacuate"
FL,monroe county,male,white or caucasian,30.0,1.0,,,rent,yes,"$25,000 to $39,999",high school graduate,"yes, evacuated"
FL,escambia county,male,white or caucasian,38.0,4.0,2.0,0.0,own,yes,"$40,000 to $79,999",college graduate,"yes, evacuated"
FL,bay county,female,white or caucasian,37.0,3.0,1.0,0.0,own,yes,"over $80,000",some high school,"no, did not evacuate"
FL,escambia county,female,white or caucasian,38.0,4.0,2.0,0.0,own,yes,"$40,000 to $79,999",post graduate,"no, did not evacuate"
FL,monroe county,male,white or caucasian,62.0,2.0,0.0,0.0,own,yes,"$25,000 to $39,999",high school graduate,"no, did not evacuate"
FL,inland counties,female,white or caucasian,50.0,2.0,0.0,0.0,own,yes,"over $80,000",college graduate,"no, did not evacuate"
FL,escambia county,male,african american or black,35.0,1.0,,,own,no [skip to q108],"$25,000 to $39,999",college graduate,"yes, evacuated"
FL,monroe county,male,white or caucasian,,2.0,0.0,0.0,own,no [skip to q108],,college graduate,"yes, evacuated"
FL,franklin county,female,white or caucasian,68.0,1.0,,,own,yes,"$15,000 to $24,999",some college,"yes, evacuated"
FL,franklin county,male,white or caucasian,62.0,2.0,0.0,0.0,own,no [skip to q108],"over $80,000",post graduate,"no, did not evacuate"
FL,bay county,female,white or caucasian,56.0,2.0,0.0,0.0,own,yes,"over $80,000",college graduate,"no, did not evacuate"
FL,monroe county,female,white or caucasian,62.0,2.0,0.0,0.0,own,no [skip to q108],,post graduate,"yes, evacuated"
FL,franklin county,male,white or caucasian,61.0,2.0,0.0,0.0,own,no [skip to q108],"over $80,000",post graduate,"no, did not evacuate"
FL,monroe county,male,white or caucasian,49.0,2.0,0.0,0.0,own,no [skip to q108],"over $80,000",post graduate,"no, did not evacuate"
FL,monroe county,female,white or caucasian,66.0,1.0,,,own,yes,"less than $15,000",high school graduate,"yes, evacuated"
FL,franklin county,female,white or caucasian,34.0,4.0,2.0,0.0,own,yes,,post graduate,"no, did not evacuate"
FL,bay county,female,white or caucasian,31.0,5.0,3.0,0.0,own,yes,"$25,000 to $39,999",some college,"no, did not evacuate"
FL,inland counties,female,white or caucasian,55.0,2.0,0.0,0.0,own,yes,,some college,"no, did not evacuate"
FL,escambia county,female,white or caucasian,55.0,2.0,0.0,0.0,own,yes,"$25,000 to $39,999",some college,"no, did not evacuate"
FL,monroe county,male,white or caucasian,62.0,2.0,0.0,0.0,own,no [skip to q108],"$40,000 to $79,999",some college,"no, did not evacuate"
FL,monroe county,female,white or caucasian,53.0,2.0,0.0,0.0,own,yes,"over $80,000",college graduate,"no, did not evacuate"
FL,monroe county,male,white or caucasian,29.0,4.0,2.0,0.0,own,no [skip to q108],"$40,000 to $79,999",high school graduate,"no, did not evacuate"
FL,franklin county,female,white or caucasian,55.0,1.0,,,own,no [skip to q108],"$25,000 to $39,999",post graduate,"no, did not evacuate"
FL,escambia county,male,white or caucasian,54.0,3.0,0.0,0.0,own,yes,"$40,000 to $79,999",post graduate,"no, did not evacuate"
