StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q13_3_TEXT,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42_1,Q42_2,Q42_3,Q43,Q44,Code
12/11/2017 15:05,12/11/2017 15:10,IP Address,184.89.35.40,100,251,TRUE,12/11/2017 15:10,R_2TvGbZ2OTYrOAC6,,,,,28.49589539,-81.23880005,anonymous,EN,A moderate amount,None at all,A little,A little,A lot,A lot,Yes,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,Yes,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,Evacuate,Stay,"Evacuation expense (travel, lodging, etc.)",A lot,Increased my desire to leave,Yes,2016,,Stay,Yes,32822,27,Female,African American,Some college,"Over $80,000",3,Yes,No,No,No,32822,More than 70 miles,Condo/apartment - 4 stories or less,Brick or block,Rent,No,Orange,Yes,Voluntary (should),"Radio or TV,Social media or internet,Word of mouth (friends/relative/neighbor),Police/authorities came into the neighborhood,Text alerts  or phone calls from officials",August 31th (Thursday),,Yes,August 31th (Thursday),Evening,No,No,No,Yes,A2NXZGD6KKDEOB,638308
12/11/2017 15:15,12/11/2017 15:25,IP Address,66.85.131.75,100,592,TRUE,12/11/2017 15:25,R_2Cqcr9o0GdPMgZF,,,,,33.43569946,-111.917099,anonymous,EN,A lot,A moderate amount,A little,A moderate amount,A lot,A moderate amount,Yes,A lot,A moderate amount,A little,A little,A moderate amount,A lot,Yes,A lot,A moderate amount,A little,A moderate amount,A lot,A moderate amount,Evacuate,Stay,Having young children,A moderate amount,Increased my desire to leave,Yes,2017 before Irma,,Stay,Yes,33032,30,Male,Caucasian,College graduate,"$40,000 to $80,000",4,Yes,No,No,Yes,33032,30 to 50 miles,Detached single family home,Brick or block,Own,Yes,miami,Yes,Voluntary (should),Social media or internet,"September 4th (Monday, became Category 5)",,Yes,"September 10th (Sunday, hit the Keys)",Morning,Yes,No,No,Yes,A3FSZ9GBJMBORC,386669
12/11/2017 15:38,12/11/2017 15:43,IP Address,98.180.82.126,100,311,TRUE,12/11/2017 15:43,R_1Lp5GiBmYVnhLrB,,,,,29.16540527,-82.09670258,anonymous,EN,A little,A little,A lot,A moderate amount,A moderate amount,A lot,Yes,A little,A little,A little,A lot,A moderate amount,A lot,No,,,,,,,Stay,Stay,"Having young children,Having pets,Evacuation expense (travel, lodging, etc.),Job obligations",None at all,,Yes,Before 2016 (Please specify the year),2004,Stay,Yes,34482,39,Female,Caucasian,Some college,"$40,000 to $80,000",6,Yes,No,No,Yes,34482,More than 70 miles,Detached single family home,Brick or block,Rent,No,marion,No,,,,No,No,,,No,No,No,Yes,A3OKW2LOQGL4SN,524951
12/11/2017 15:46,12/11/2017 15:50,IP Address,73.124.22.173,100,283,TRUE,12/11/2017 15:50,R_3nbYdxj9WDkEbqU,,,,,26.61759949,-80.09059906,anonymous,EN,A moderate amount,A little,A moderate amount,A lot,A lot,A lot,Yes,A lot,A little,A great deal,A lot,A lot,A lot,Yes,A lot,A great deal,A lot,A lot,A lot,A great deal,Stay,Stay,"Having young children,Having elderly family member(s),Having family member(s) with special needs,Having pets,Evacuation expense (travel, lodging, etc.),No transportation (cars, flights, public transportation, etc),No place to go (hotels, public shelters, friends' or family's places, etc.)",None at all,,Yes,2017 before Irma,,Stay,Yes,33460,37,Male,Caucasian,Some college,"$15,000 to $25,000",1,No,No,No,No,33426,Within 1 mile,Condo/apartment - 4 stories or less,Brick or block,Rent,No,Palm Beach,Yes,Voluntary (should),"Radio or TV,Social media or internet,Word of mouth (friends/relative/neighbor),Police/authorities came into the neighborhood,Text alerts  or phone calls from officials",September 3rd (Sunday),No,No,,,No,No,No,No,A3RORPE1AZXP9T,626920
12/11/2017 16:45,12/11/2017 16:53,IP Address,162.243.162.21,100,447,TRUE,12/11/2017 16:53,R_3gXv7reppNSjmaU,,,,,40.79040527,-74.02459717,anonymous,EN,A lot,A lot,A great deal,A great deal,A lot,A lot,Yes,A moderate amount,A lot,A lot,A lot,A lot,A lot,Yes,A great deal,A great deal,A lot,A great deal,A lot,A lot,Evacuate,Evacuate,"Having young children,Having pets,Evacuation expense (travel, lodging, etc.),No transportation (cars, flights, public transportation, etc)",A moderate amount,Increased my desire to leave,No,,,,,33016,25,Male,Hispanic,Some college,"$15,000 to $25,000",3,Yes,No,No,Yes,33016,30 to 50 miles,Condo/apartment - 4 stories or less,Brick or block,Rent,No,Hialeah,No,,,,Yes,Yes,September 9th (Saturday),Morning,No,No,No,Yes,A35065ZCC1QJ7M,566616
12/11/2017 16:57,12/11/2017 17:00,IP Address,73.120.136.245,100,177,TRUE,12/11/2017 17:00,R_248fQtalPy2kRef,,,,,28.8742981,-81.68599701,anonymous,EN,A moderate amount,A little,A moderate amount,A great deal,A moderate amount,A moderate amount,Yes,A lot,A little,A great deal,A moderate amount,A lot,A little,Yes,A little,A moderate amount,A lot,A moderate amount,A moderate amount,A lot,Stay,Stay,"Having elderly family member(s),Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.)",A little,Increased my desire to leave,No,,,,,32726,34,Female,Caucasian,College graduate,"$40,000 to $80,000",3,No,Yes,No,No,32726,50 to 70 miles,Detached single family home,Brick or block,Rent,No,Lake,No,,,,,No,,,No,No,No,Yes,A13E0YE9BSLYF5,148286
12/11/2017 17:06,12/11/2017 17:11,IP Address,76.110.143.138,100,278,TRUE,12/11/2017 17:11,R_3QRAR7dCWuAJZOM,,,,,25.94889832,-80.24220276,anonymous,EN,A moderate amount,A little,A moderate amount,A lot,A little,A little,Yes,A great deal,A moderate amount,A lot,A great deal,A moderate amount,A lot,Yes,A moderate amount,A great deal,A great deal,A moderate amount,A lot,A lot,Neither,Evacuate,None,A little,Increased my desire to leave,Yes,2016,,Stay,Yes,33014,25,Male,Caucasian,Graduate school,"$40,000 to $80,000",2,No,No,No,No,33014,1 to 10 mile,Condo/apartment - 4 stories or less,Brick or block,Rent,Yes,Miami,No,,,,No,No,,,No,No,No,Yes,A2MNK8C0OTP3EX,187078
12/11/2017 17:13,12/11/2017 17:20,IP Address,98.203.26.63,100,380,TRUE,12/11/2017 17:20,R_122X0MppTOaogzc,,,,,26.12089539,-80.12729645,anonymous,EN,A great deal,A little,A lot,A lot,A lot,A lot,Yes,A moderate amount,A little,A little,A lot,A moderate amount,A moderate amount,Yes,A little,A lot,A lot,A little,A moderate amount,None at all,Evacuate,Evacuate,Having pets,A lot,Increased my desire to leave,Yes,2016,,Stay,Yes,33020,38,Male,Caucasian,Graduate school,"Over $80,000",2,No,No,No,Yes,33316,1 to 10 mile,Condo/apartment - 4 stories or less,Brick or block,Rent,No,Broward,Yes,Mandatory (must),"Social media or internet,Word of mouth (friends/relative/neighbor)","September 6th (Wednesday, made its first landfall in Barbuda)",No,Yes,September 7th (Thursday),Morning,No,No,No,Yes,A3DYS7E8OQKVDF,789869
12/11/2017 17:19,12/11/2017 17:27,IP Address,68.200.97.127,100,454,TRUE,12/11/2017 17:27,R_1Kl5bXYqW01AHKZ,,,,,28.30310059,-82.70480347,anonymous,EN,A great deal,None at all,A great deal,A great deal,A great deal,A great deal,Yes,A great deal,A little,A little,A great deal,A little,A great deal,Yes,A lot,A great deal,A great deal,A little,A great deal,A great deal,Evacuate,Evacuate,"Having elderly family member(s),Having pets,Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.)",A great deal,Increased my desire to leave,No,,,,,34668,28,Female,Caucasian,High school graduate,"Less than $15,000",3,No,No,Yes,Yes,34668,Within 1 mile,Duplex or triplex home,Brick or block,Rent,No,PASCO,Yes,Mandatory (must),"Radio or TV,Social media or internet,Text alerts  or phone calls from officials",September 9th (Saturday),No,Yes,September 9th (Saturday),Morning,No,No,No,Yes,A12QT2P223X5NM,173578
12/11/2017 17:29,12/11/2017 17:36,IP Address,69.244.250.195,100,393,TRUE,12/11/2017 17:36,R_UGUtueTgYaT5mcp,,,,,28.77600098,-81.71520233,anonymous,EN,A moderate amount,A lot,A moderate amount,A little,A moderate amount,A moderate amount,Yes,A lot,A little,A lot,A lot,A moderate amount,A great deal,Yes,A lot,A great deal,A great deal,A moderate amount,A great deal,A lot,Evacuate,Stay,"Having pets,Job obligations",None at all,,Yes,Before 2016 (Please specify the year),2004,Stay,Yes,32757,46,Male,Caucasian,Some college,"$40,000 to $80,000",2,No,No,No,Yes,32757,50 to 70 miles,Condo/apartment - more than 4 floors,Brick or block,Rent,No,Lake,No,,,,Yes,No,,,No,No,No,Yes,A3UPF0XS7GW149,695456
12/11/2017 17:59,12/11/2017 18:05,IP Address,71.199.251.86,100,363,TRUE,12/11/2017 18:05,R_3Lj7CYuXwj1ZveY,,,,,30.37030029,-81.58719635,anonymous,EN,A lot,A lot,A lot,A lot,A lot,A lot,Yes,A moderate amount,A moderate amount,A great deal,A great deal,A moderate amount,A lot,Yes,A great deal,A great deal,A lot,A little,A lot,A great deal,Evacuate,Stay,"Evacuation expense (travel, lodging, etc.)",A moderate amount,Increased my desire to leave,Yes,2016,,Stay,Yes,32246,28,Male,African American,College graduate,"$25,000 to $40,000",1,No,No,No,No,32246,10 to 30 miles,Detached single family home,Brick or block,Rent,No,Duval,No,,,,No,No,,,No,No,No,Yes,A31NNL8WD5QM9K,122650
12/11/2017 18:09,12/11/2017 18:14,IP Address,47.192.75.9,100,278,TRUE,12/11/2017 18:14,R_AKIdUI4vijNK3S1,,,,,27.81889343,-82.72899628,anonymous,EN,A moderate amount,A moderate amount,A little,A moderate amount,A little,A moderate amount,Yes,None at all,None at all,A moderate amount,A lot,A moderate amount,A moderate amount,Yes,A little,A little,A moderate amount,A moderate amount,A moderate amount,A lot,Stay,Stay,"Having pets,No transportation (cars, flights, public transportation, etc),No place to go (hotels, public shelters, friends' or family's places, etc.)",None at all,,Yes,Before 2016 (Please specify the year),2004,Stay,Yes,33782,46,Male,Caucasian,High school graduate,"Less than $15,000",1,No,No,No,Yes,33782,1 to 10 mile,Detached single family home,Other,Rent,Yes,Pinellas,Yes,Voluntary (should),Social media or internet,September 9th (Saturday),No,No,,,No,No,No,Yes, COPIEDA1XDVNSCFDIYR4,185143
12/11/2017 18:14,12/11/2017 18:20,IP Address,45.19.21.42,100,390,TRUE,12/11/2017 18:20,R_UMS9OpeE0RdKE49,,,,,28.01699829,-80.67359924,anonymous,EN,A great deal,A great deal,A great deal,A great deal,A moderate amount,A moderate amount,Yes,A great deal,A little,A great deal,A great deal,A great deal,A great deal,Yes,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,Evacuate,Stay,"Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.)",A moderate amount,Increased my desire to leave,No,,,,,32907,46,Female,Caucasian,Some college,"$40,000 to $80,000",4,Yes,No,No,No,32907,10 to 30 miles,Detached single family home,Brick or block,Rent,No,Brevard,No,,,,No,No,,,No,No,Yes,Yes,A3RD486RQUI2XV,690205
12/11/2017 19:21,12/11/2017 19:29,IP Address,71.47.39.230,100,469,TRUE,12/11/2017 19:29,R_3FWYOT5Pl7OFkIw,,,,,28.51060486,-81.19760132,anonymous,EN,A lot,A lot,A moderate amount,A moderate amount,A lot,A lot,Yes,A lot,A moderate amount,A moderate amount,A great deal,A little,A lot,Yes,A lot,A lot,A great deal,A lot,A moderate amount,A lot,Stay,Stay,"Evacuation expense (travel, lodging, etc.),No transportation (cars, flights, public transportation, etc),No place to go (hotels, public shelters, friends' or family's places, etc.),Job obligations",A little,Decreased my desire to leave,Yes,2016,,Stay,Yes,32829,25,Female,Hispanic,College graduate,"$25,000 to $40,000",3,No,No,No,No,32825,50 to 70 miles,Duplex or triplex home,Brick or block,Rent,No,orange,Yes,Voluntary (should),Radio or TV,September 1st (Friday),,No,,,Yes,Yes,No,No,A1KX3LRN6JMVMD,529606
12/11/2017 19:25,12/11/2017 19:30,IP Address,73.57.191.164,100,295,TRUE,12/11/2017 19:30,R_2qxBU8c7dySAZyy,,,,,27.64680481,-80.40350342,anonymous,EN,A little,None at all,A little,A moderate amount,A moderate amount,A moderate amount,Yes,A little,A little,None at all,A moderate amount,A moderate amount,A lot,No,,,,,,,Evacuate,Stay,"Evacuation expense (travel, lodging, etc.)",None at all,,Yes,2016,,Stay,Yes,32960,35,Female,Caucasian,Some college,"$15,000 to $25,000",2,Yes,No,No,Yes,32960,1 to 10 mile,Duplex or triplex home,Wood,Rent,No,irc,No,,,,No,No,,,No,No,No,Yes,A3BCKNE5CWHODZ,184633
12/11/2017 20:03,12/11/2017 20:07,IP Address,67.8.219.117,100,238,TRUE,12/11/2017 20:07,R_Od4xfAM0FTrdoOZ,,,,,28.88409424,-81.23480225,anonymous,EN,A moderate amount,A moderate amount,A lot,A lot,A lot,A lot,Yes,A lot,A lot,A lot,A great deal,A great deal,A great deal,Yes,A lot,A lot,A lot,A lot,A lot,A lot,Stay,Stay,"Having family member(s) with special needs,Having pets",A little,Decreased my desire to leave,Yes,Before 2016 (Please specify the year),2000,Stay,Yes,32738,49,Female,Caucasian,Some college,"$25,000 to $40,000",4,No,No,Yes,Yes,10462,30 to 50 miles,Detached single family home,Brick or block,Own,Yes,volusia,No,,,,Yes,No,,,No,No,No,Yes,A1ROEDVMTO9Y3X,915906
12/11/2017 20:19,12/11/2017 20:25,IP Address,97.103.0.18,100,374,TRUE,12/11/2017 20:25,R_3LjYz4R3mNQirbW,,,,,28.88409424,-81.23480225,anonymous,EN,A great deal,A little,A great deal,A great deal,A great deal,A great deal,Yes,A great deal,A moderate amount,A great deal,A great deal,A little,A great deal,No,,,,,,,Neither,Stay,"Having family member(s) with special needs,Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.)",A moderate amount,Increased my desire to leave,Yes,2016,,Stay,No,32725,29,Female,African American,High school graduate,"$25,000 to $40,000",5,No,No,Yes,Yes,32725,More than 70 miles,Detached single family home,Brick or block,Own,Yes,Volusia,No,,,,Yes,No,,,No,No,No,No,A34H6I71M6QHBR,440492
12/11/2017 20:58,12/11/2017 21:04,IP Address,99.166.165.214,100,334,TRUE,12/11/2017 21:04,R_BYsEwDgVGgsM1cR,,,,,30.1578064,-81.63469696,anonymous,EN,A moderate amount,A moderate amount,A little,A little,A lot,A lot,Yes,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,Yes,A moderate amount,A moderate amount,A moderate amount,A little,A little,A lot,Stay,Stay,"Having elderly family member(s),Having pets,Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.)",A little,Decreased my desire to leave,Yes,Before 2016 (Please specify the year),,Stay,Yes,32223,55,Female,Caucasian,College graduate,"$25,000 to $40,000",2,No,Yes,Yes,Yes,32223,10 to 30 miles,Detached single family home,Wood,Own,Yes,Duval,No,,,,No,No,,,No,No,No,Yes,A3RB9WPEC9YL2P,287585
12/12/2017 0:48,12/12/2017 0:59,IP Address,172.98.87.18,100,651,TRUE,12/12/2017 0:59,R_3lxcYHAVptqjwEc,,,,,33.7480011,-84.38580322,anonymous,EN,A great deal,A little,A great deal,A great deal,A great deal,A great deal,Yes,A great deal,A moderate amount,A moderate amount,A lot,A little,A lot,Yes,A lot,A great deal,A moderate amount,A little,A lot,A moderate amount,Evacuate,Evacuate,"Having young children,Having elderly family member(s),No transportation (cars, flights, public transportation, etc),No place to go (hotels, public shelters, friends' or family's places, etc.)",A moderate amount,Increased my desire to leave,No,,,,,35006,47,Female,Caucasian,Some college,"$25,000 to $40,000",7,Yes,Yes,No,No,32004,1 to 10 mile,Duplex or triplex home,Wood,Own,Yes,Ponte Vedra Beach,Yes,Mandatory (must),"Radio or TV,Social media or internet,Police/authorities came into the neighborhood,Text alerts  or phone calls from officials",September 3rd (Sunday),No,Yes,September 3rd (Sunday),Evening,No,Yes,Yes,Yes,AQERSNMMM4VR0,261892
12/12/2017 2:19,12/12/2017 2:24,IP Address,50.89.205.96,100,289,TRUE,12/12/2017 2:24,R_Q4D11xUjYI9vJp7,,,,,28.52250671,-81.48349762,anonymous,EN,A little,A lot,A moderate amount,A little,None at all,None at all,Yes,A great deal,A moderate amount,A lot,A lot,A lot,A great deal,Yes,A lot,A great deal,A lot,A lot,A lot,A great deal,Evacuate,Stay,"Having young children,Having pets,Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.)",None at all,,No,,,,,32819,30,Female,Caucasian,Some college,"$15,000 to $25,000",2,Yes,No,No,Yes,32819,50 to 70 miles,Condo/apartment - 4 stories or less,Other,Rent,Yes,orange,No,,,,,No,,,No,No,No,Yes,A3MGTUFMB410MH,769800
12/12/2017 6:16,12/12/2017 6:22,IP Address,65.207.153.3,100,330,TRUE,12/12/2017 6:22,R_2SD14Psh0w4EzJn,,,,,25.9828949,-80.27940369,anonymous,EN,A lot,A moderate amount,A lot,A lot,A great deal,A lot,Yes,A lot,A moderate amount,A moderate amount,A lot,A lot,A lot,Yes,A lot,A lot,A lot,A lot,A lot,A lot,Evacuate,Stay,"Having pets,Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.),Job obligations",A lot,Increased my desire to leave,Yes,Before 2016 (Please specify the year),2005,Evacuate,Yes,33186,23,Male,Hispanic,Some college,"$40,000 to $80,000",6,No,No,No,Yes,33157,10 to 30 miles,Detached single family home,Brick or block,Own,Yes,Dade,Yes,Voluntary (should),"Radio or TV,Social media or internet","September 6th (Wednesday, made its first landfall in Barbuda)",No,No,,,No,No,No,Yes, CopiedA3QIBSOY2UDWOB,946041
12/12/2017 6:21,12/12/2017 6:27,IP Address,96.59.219.180,100,377,TRUE,12/12/2017 6:27,R_3sBVEMJZy8VGNqk,,,,,27.86610413,-82.32649994,anonymous,EN,A great deal,A moderate amount,A great deal,A great deal,A great deal,A great deal,Yes,A great deal,A moderate amount,A lot,A little,A little,A great deal,Yes,A great deal,A great deal,A little,A little,A great deal,A moderate amount,Evacuate,Evacuate,"Having pets,Evacuation expense (travel, lodging, etc.)",A little,Increased my desire to leave,Yes,2016,,Stay,No,33569,27,Female,Hispanic,Some college,"$25,000 to $40,000",2,No,No,No,Yes,33647,1 to 10 mile,Mobile or manufactured home,Other,Own,No,hillsborough,Yes,Mandatory (must),Other,"September 6th (Wednesday, made its first landfall in Barbuda)",No,Yes,September 8th (Friday),Morning,No,No,Yes,Yes,A92S3IRW6GYW8,742352
12/12/2017 6:34,12/12/2017 6:35,IP Address,142.197.115.189,100,81,TRUE,12/12/2017 6:35,R_3HuAufS0YPjjDm2,,,,,28.6078949,-81.30549622,anonymous,EN,A moderate amount,A great deal,A lot,A great deal,A moderate amount,A little,No,,,,,,,Yes,A lot,A lot,None at all,A great deal,A great deal,A little,Neither,Evacuate,"Having young children,Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.),Job obligations",A lot,Decreased my desire to leave,Yes,2017 before Irma,,Stay,Yes,32792,26,Male,Caucasian,College graduate,"$40,000 to $80,000",2,No,No,No,Yes,32909,10 to 30 miles,Condo/apartment - 4 stories or less,Wood,Rent,Yes,Brevard,Yes,Voluntary (should),"Radio or TV,Social media or internet,Word of mouth (friends/relative/neighbor)",September 7th (Thursday),Yes,No,,,Yes,No,No,Yes,AOOLT8TVLEBYC,659862
12/12/2017 7:32,12/12/2017 7:44,IP Address,70.91.223.165,100,722,TRUE,12/12/2017 7:44,R_2SiYIuOSCvDpTmd,,,,,30.33680725,-85.67769623,anonymous,EN,A great deal,A moderate amount,A great deal,A great deal,A great deal,A great deal,Yes,A great deal,A great deal,A great deal,A great deal,A lot,A great deal,Yes,A great deal,A great deal,A great deal,A moderate amount,A great deal,A great deal,Evacuate,Evacuate,"Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.)",A little,Increased my desire to leave,Yes,Before 2016 (Please specify the year),2012,Stay,Yes,34228,35,Female,Caucasian,College graduate,"$40,000 to $80,000",3,Yes,No,No,Yes,34228,1 to 10 mile,Condo/apartment - 4 stories or less,Brick or block,Rent,Yes,manatee,Yes,Voluntary (should),"Radio or TV,Social media or internet,Text alerts  or phone calls from officials",September 8th (Friday),Yes,Yes,September 8th (Friday),Afternoon,No,No,No,No,A64GQTI7F4T5L,353920
12/12/2017 7:56,12/12/2017 8:04,IP Address,50.82.198.74,100,497,TRUE,12/12/2017 8:04,R_3iKBVqk5sPpEH7z,,,,,29.84089661,-85.26899719,anonymous,EN,A moderate amount,A little,A lot,A lot,A moderate amount,A lot,Yes,A great deal,A lot,A lot,A lot,A moderate amount,A lot,No,,,,,,,Evacuate,Stay,None,A little,Increased my desire to leave,Yes,Before 2016 (Please specify the year),2013,Stay,Yes,32404,64,Male,Caucasian,College graduate,"$40,000 to $80,000",2,No,No,No,No,32404,Within 1 mile,Other,Other,Own,No,Bay,No,,,,,No,,,No,No,No,Yes,A1EIV8WXD6F0FB,827351
12/12/2017 9:09,12/12/2017 9:11,IP Address,209.248.242.178,100,155,TRUE,12/12/2017 9:11,R_1LMDrdHj4SlbAmQ,,,,,28.0717926,-80.62400055,anonymous,EN,A lot,A moderate amount,A lot,A moderate amount,A lot,A lot,Yes,A moderate amount,A little,A moderate amount,A lot,A lot,A lot,Yes,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A moderate amount,Stay,Evacuate,"Having pets,Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.)",A little,Decreased my desire to leave,Yes,2016,,Stay,Yes,32904,26,Female,Caucasian,College graduate,"$40,000 to $80,000",2,No,No,Yes,Yes,32904,10 to 30 miles,Condo/apartment - 4 stories or less,Brick or block,Rent,Yes,brevard,Yes,Voluntary (should),"Police/authorities came into the neighborhood,Text alerts  or phone calls from officials",September 9th (Saturday),No,No,,,No,No,No,Yes,A38TXZ5M4FC9SZ,867507
12/12/2017 9:31,12/12/2017 9:35,IP Address,73.229.81.25,100,262,TRUE,12/12/2017 9:35,R_1pnimWayNrQ173A,,,,,39.73880005,-104.4083023,anonymous,EN,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,Yes,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,Yes,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,Evacuate,Evacuate,"Having young children,Having elderly family member(s),Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.),Job obligations",A little,Increased my desire to leave,Yes,Before 2016 (Please specify the year),2005,Evacuate,Yes,80237,32,Female,Hispanic,College graduate,"$40,000 to $80,000",5,Yes,No,No,No,33196,10 to 30 miles,Condo/apartment - 4 stories or less,Brick or block,Rent,No,dade,Yes,Mandatory (must),"Radio or TV,Social media or internet","September 6th (Wednesday, made its first landfall in Barbuda)",No,Yes,September 8th (Friday),Morning,No,No,No,Yes,APQ4BQEA1647S,819172
12/12/2017 9:36,12/12/2017 9:40,IP Address,47.201.135.249,100,239,TRUE,12/12/2017 9:40,R_qVOxkSC1DSu0dZ7,,,,,28.27189636,-81.7437973,anonymous,EN,A great deal,A little,A great deal,A lot,None at all,None at all,Yes,A great deal,A great deal,A great deal,A great deal,A little,A lot,Yes,A little,A moderate amount,A lot,A moderate amount,A lot,A great deal,Neither,Stay,"Having pets,Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.),Job obligations",A little,Increased my desire to leave,Yes,Before 2016 (Please specify the year),2006,Stay,Yes,33896,47,Male,Caucasian,Some college,"$40,000 to $80,000",2,No,No,No,Yes,33896,More than 70 miles,Detached single family home,Brick or block,Own,Yes,Polk,No,,,,Yes,No,,,No,No,No,Yes,A38QWCY4QR2LZ2,134749
12/12/2017 10:21,12/12/2017 10:24,IP Address,70.191.226.235,100,212,TRUE,12/12/2017 10:24,R_3j2nX61TEnAdxzn,,,,,30.5019989,-87.36009979,anonymous,EN,None at all,None at all,None at all,None at all,None at all,None at all,Yes,A great deal,A little,A great deal,A great deal,A moderate amount,A great deal,No,,,,,,,Stay,Stay,None,None at all,,No,,,,,32506,26,Male,Caucasian,Some college,"$15,000 to $25,000",3,No,No,No,Yes,32506,More than 70 miles,Other,Brick or block,Own,Yes,Escambia,No,,,,Yes,No,,,No,No,No,Yes,AU2V6EDI8NU8U,147888
12/12/2017 10:36,12/12/2017 10:43,IP Address,73.85.203.135,100,404,TRUE,12/12/2017 10:43,R_rjP37SRSjOvmgP7,,,,,25.938797,-80.21440125,anonymous,EN,A lot,A moderate amount,A moderate amount,A little,A lot,A little,Yes,A great deal,A moderate amount,A great deal,A lot,A great deal,A little,Yes,A lot,A moderate amount,A great deal,A great deal,A little,A lot,Evacuate,Stay,Having young children,A lot,Increased my desire to leave,Yes,2017 before Irma,,Evacuate,Yes,33025,35,Female,African American,Some college,"Less than $15,000",7,Yes,Yes,No,No,11203,1 to 10 mile,Condo/apartment - 4 stories or less,Brick or block,Own,Yes,Broward county ,Yes,Voluntary (should),"Social media or internet,Text alerts  or phone calls from officials",August 31th (Thursday),Yes,Yes,August 31th (Thursday),Morning,No,No,No,No,ATWA4NBCUQMV,566535
12/12/2017 11:10,12/12/2017 11:15,IP Address,24.11.113.35,100,327,TRUE,12/12/2017 11:15,R_3GDhymxujE1mXws,,,,,40.69740295,-111.9961014,anonymous,EN,A moderate amount,A little,A moderate amount,A lot,A lot,A lot,Yes,A moderate amount,A lot,A lot,A great deal,A moderate amount,A great deal,Yes,A lot,A great deal,A great deal,A moderate amount,A lot,A lot,Evacuate,Evacuate,"Having elderly family member(s),Having pets,Evacuation expense (travel, lodging, etc.)",A little,Increased my desire to leave,Yes,Before 2016 (Please specify the year),2005,Stay,No,32579,23,Male,Caucasian,Some college,"$15,000 to $25,000",7,Yes,Yes,No,Yes,32579,1 to 10 mile,Detached single family home,Brick or block,Own,No,Okaloosa,No,,,,Yes,Yes,"September 10th (Sunday, hit the Keys)",Morning,No,No,No,Yes,A3QOS7F4ETMIWX,759781
12/12/2017 11:38,12/12/2017 11:48,IP Address,207.244.66.91,100,576,TRUE,12/12/2017 11:48,R_0qd6GMTPROcArIJ,,,,,38.77009583,-77.63210297,anonymous,EN,A lot,A great deal,A lot,A lot,A lot,A great deal,Yes,A lot,A little,A moderate amount,A lot,A lot,A lot,Yes,A lot,A lot,A great deal,A lot,A lot,A moderate amount,Evacuate,Evacuate,"Having young children,Having elderly family member(s),Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.)",A moderate amount,Decreased my desire to leave,No,,,,,32819,32,Female,African American,Some college,"$25,000 to $40,000",6,Yes,Yes,No,No,32819,1 to 10 mile,Condo/apartment - more than 4 floors,Brick or block,Rent,Yes,Orange County,Yes,Voluntary (should),"Radio or TV,Social media or internet",September 3rd (Sunday),No,No,,,No,No,No,Yes,A3R5WGP2WLSYMH,435266
