"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","36WLNQG78ZAE0WA4LB8NO88V687EBG","A38PSBYV2GOTTP","Approved","Wed Nov 01 19:14:22 PDT 2017","Wed Nov 01 19:19:53 PDT 2017","Mon Nov 06 18:19:53 PST 2017","2017-11-07 02:20:17 UTC","","","331","100% (1/1)","100% (1/1)","100% (1/1)","423765"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","36WLNQG78ZAE0WA4LB8NO88V6J2EBX","A3EHI7J2E5DSJK","Submitted","Thu Nov 02 18:12:29 PDT 2017","Thu Nov 02 18:21:37 PDT 2017","Tue Nov 07 17:21:37 PST 2017","","","","548","0% (0/0)","0% (0/0)","0% (0/0)","328717"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","378XPAWRUCDLXR7YBGYIECMHGN7AIC","A3SXRD6C8AMKKR","Approved","Thu Nov 02 07:46:36 PDT 2017","Thu Nov 02 07:48:43 PDT 2017","Tue Nov 07 06:48:43 PST 2017","2017-11-07 14:49:17 UTC","","","127","100% (1/1)","100% (1/1)","100% (1/1)","534893"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","379J5II41OGQD5WGCOXH2B40I2PEL7","A3PCE0FE43R6HS","Approved","Wed Nov 01 19:40:03 PDT 2017","Wed Nov 01 19:45:07 PDT 2017","Mon Nov 06 18:45:07 PST 2017","2017-11-07 02:45:18 UTC","","","304","100% (1/1)","100% (1/1)","100% (1/1)","270812"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","37C0GNLMHF332EF9TPGV7A4ISU16DY","A21DJDOTHDLWND","Approved","Wed Nov 01 13:19:02 PDT 2017","Wed Nov 01 13:22:37 PDT 2017","Mon Nov 06 12:22:37 PST 2017","2017-11-06 20:23:17 UTC","","","215","100% (1/1)","100% (1/1)","100% (1/1)","320615"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","37QW5D2ZRGMW8HHFJU8IMNM9ZTAS8B","A1YRP6ZMWR2FUU","Approved","Wed Nov 01 17:04:05 PDT 2017","Wed Nov 01 17:07:49 PDT 2017","Mon Nov 06 16:07:49 PST 2017","2017-11-07 00:08:17 UTC","","","224","100% (1/1)","100% (1/1)","100% (1/1)","554424"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","37W3JXSD6684U4P6G3GDIPDWZEQWYC","A30JE8W3WL90L0","Submitted","Sun Nov 05 01:09:58 PST 2017","Sun Nov 05 02:00:02 PST 2017","Fri Nov 10 02:00:02 PST 2017","","","","3004","0% (0/0)","0% (0/0)","0% (0/0)","949855"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","37WLF8U1WPQBGKLJL62IBNZ8C5X6KE","A1C3JZP9IXG52Q","Approved","Thu Nov 02 00:25:45 PDT 2017","Thu Nov 02 00:34:04 PDT 2017","Mon Nov 06 23:34:04 PST 2017","2017-11-07 07:34:20 UTC","","","499","100% (1/1)","100% (1/1)","100% (1/1)","631808"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","37Z929RLG98F6193MSJDDJIWDA7STK","A149BQE6Q6H4N2","Approved","Thu Nov 02 08:14:38 PDT 2017","Thu Nov 02 08:22:13 PDT 2017","Tue Nov 07 07:22:13 PST 2017","2017-11-07 15:22:18 UTC","","","455","100% (1/1)","100% (1/1)","100% (1/1)","694014"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","382M9COHEHFTWVJAL2PITY0JVXOUEV","A1QRLJ6KICINOX","Approved","Thu Nov 02 07:38:36 PDT 2017","Thu Nov 02 07:42:22 PDT 2017","Tue Nov 07 06:42:22 PST 2017","2017-11-07 14:43:17 UTC","","","226","100% (2/2)","100% (2/2)","100% (2/2)","910966"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","384PI804XS1EQSCCOQV3T8GRHOC0SX","A2Q5T33EPIVETM","Submitted","Sat Nov 04 22:35:21 PDT 2017","Sat Nov 04 22:42:45 PDT 2017","Thu Nov 09 21:42:45 PST 2017","","","","444","0% (0/0)","0% (0/0)","0% (0/0)","668238"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","386PBUZZXFXYOLI8QP88ZRHSN89JLH","A2KQ5323UX4K1O","Approved","Wed Nov 01 12:09:12 PDT 2017","Wed Nov 01 12:20:35 PDT 2017","Mon Nov 06 11:20:35 PST 2017","2017-11-06 19:21:18 UTC","","","683","100% (1/1)","100% (1/1)","100% (1/1)","537521"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","38F5OAUN5NC3IUYGYV4D49JCFWZ7HQ","A293Y9SY2ETQN5","Approved","Wed Nov 01 12:00:28 PDT 2017","Wed Nov 01 12:06:38 PDT 2017","Mon Nov 06 11:06:38 PST 2017","2017-11-06 19:07:17 UTC","","","370","100% (1/1)","100% (1/1)","100% (1/1)","557907"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","392CY0QWG1R6V2RH2FOR190HP1Z4IW","A23PYWMBVV4IND","Submitted","Sat Nov 04 15:58:41 PDT 2017","Sat Nov 04 15:58:46 PDT 2017","Thu Nov 09 14:58:46 PST 2017","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","681441"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","39ASUFLU6X7LDZD5Q705D5ZNPAMXEX","A204QLL7F4N7H1","Approved","Wed Nov 01 15:12:10 PDT 2017","Wed Nov 01 15:19:42 PDT 2017","Mon Nov 06 14:19:42 PST 2017","2017-11-06 22:20:17 UTC","","","452","100% (1/1)","100% (1/1)","100% (1/1)","394887"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","39ASUFLU6X7LDZD5Q705D5ZNPCXEXT","A4Y0U84ELE1EK","Approved","Thu Nov 02 00:04:42 PDT 2017","Thu Nov 02 00:07:56 PDT 2017","Mon Nov 06 23:07:56 PST 2017","2017-11-07 07:08:17 UTC","","","194","100% (1/1)","100% (1/1)","100% (1/1)","156855"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","39GAF6DQWR0UP9EYE448I0J8K1O1VF","A1B2HOR517QP5V","Submitted","Thu Nov 02 17:04:48 PDT 2017","Thu Nov 02 17:08:22 PDT 2017","Tue Nov 07 16:08:22 PST 2017","","","","214","0% (0/0)","0% (0/0)","0% (0/0)","973765"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","39GAF6DQWR0UP9EYE448I0J8KPLV1I","AV7UX8QQXABSK","Approved","Wed Nov 01 13:04:03 PDT 2017","Wed Nov 01 13:06:51 PDT 2017","Mon Nov 06 12:06:51 PST 2017","2017-11-06 20:07:17 UTC","","","168","100% (2/2)","100% (2/2)","100% (2/2)","869964"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","39LNWE0K4UW5C0LWHLF9EDYBNM0IUP","A2GOR8PT17I9X8","Approved","Wed Nov 01 17:02:41 PDT 2017","Wed Nov 01 17:08:04 PDT 2017","Mon Nov 06 16:08:04 PST 2017","2017-11-07 00:08:17 UTC","","","323","100% (1/1)","100% (1/1)","100% (1/1)","664031"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","39LOEL67OS5SO0W0TF7HEFEX87Q38Y","A1R6ZQLX224IVE","Submitted","Sun Nov 05 11:16:45 PST 2017","Sun Nov 05 11:19:03 PST 2017","Fri Nov 10 11:19:03 PST 2017","","","","138","0% (0/0)","0% (0/0)","0% (0/0)","536775"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","39U1BHVTDLRBMKOOWDIC5BAKLP7T3I","A1CGUFW3R6M234","Approved","Wed Nov 01 15:04:30 PDT 2017","Wed Nov 01 15:09:13 PDT 2017","Mon Nov 06 14:09:13 PST 2017","2017-11-06 22:09:18 UTC","","","283","100% (1/1)","100% (1/1)","100% (1/1)","718476"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","39ZSFO5CA8W17B52Z309QEDB0Z3JUC","A1FQE3NEOHSKOX","Approved","Wed Nov 01 12:17:07 PDT 2017","Wed Nov 01 12:19:15 PDT 2017","Mon Nov 06 11:19:15 PST 2017","2017-11-06 19:19:20 UTC","","","128","100% (1/1)","100% (1/1)","100% (1/1)","411154"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3A1PQ49WVHHP78JE9FN43ZSZCFSH16","A2OSH3S7ZXIWJ6","Approved","Thu Nov 02 06:22:16 PDT 2017","Thu Nov 02 06:25:42 PDT 2017","Tue Nov 07 05:25:42 PST 2017","2017-11-07 13:26:17 UTC","","","206","100% (1/1)","100% (1/1)","100% (1/1)","557056"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3AMW0RGHOD2KYWORXFT79F7T139NPJ","AWDHWV33NTD0E","Approved","Wed Nov 01 14:45:25 PDT 2017","Wed Nov 01 14:51:38 PDT 2017","Mon Nov 06 13:51:38 PST 2017","2017-11-06 21:52:17 UTC","","","373","100% (1/1)","100% (1/1)","100% (1/1)","641195"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3AQF3RZ558I00YT5KVBLVA7347N6FF","A30KRP5TGXBWGJ","Approved","Wed Nov 01 13:53:37 PDT 2017","Wed Nov 01 13:59:34 PDT 2017","Mon Nov 06 12:59:34 PST 2017","2017-11-06 21:00:17 UTC","","","357","100% (1/1)","100% (1/1)","100% (1/1)","425041"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3ATPCQ38J8A7NRM3FYKL00G560HAYI","A1W12SRVWD66S9","Approved","Wed Nov 01 11:57:20 PDT 2017","Wed Nov 01 12:01:12 PDT 2017","Mon Nov 06 11:01:12 PST 2017","2017-11-06 19:01:17 UTC","","","232","100% (1/1)","100% (1/1)","100% (1/1)","157318"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3ATPCQ38J8A7NRM3FYKL00G565KAYV","A1PZIN8H1VI6SY","Approved","Thu Nov 02 06:52:39 PDT 2017","Thu Nov 02 07:00:31 PDT 2017","Tue Nov 07 06:00:31 PST 2017","2017-11-07 14:01:17 UTC","","","472","100% (1/1)","100% (1/1)","100% (1/1)","717349"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3AUQQEL7U5TUIKTGIL084V0YFYLV0N","A1UHNDB2EQ8TK0","Approved","Wed Nov 01 13:34:12 PDT 2017","Wed Nov 01 13:46:18 PDT 2017","Mon Nov 06 12:46:18 PST 2017","2017-11-06 20:47:17 UTC","","","726","100% (1/1)","100% (1/1)","100% (1/1)","965638"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3AWETUDC92SMYZF6N8EHV5DQP3SIZP","A10W2ZIIET53UU","Approved","Wed Nov 01 15:14:20 PDT 2017","Wed Nov 01 15:19:33 PDT 2017","Mon Nov 06 14:19:33 PST 2017","2017-11-06 22:20:17 UTC","","","313","100% (1/1)","100% (1/1)","100% (1/1)","180742"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3B3WTRP3DB23HNJRU7ZQV14GL5892T","A1WX7K7PZA6Z2Z","Approved","Wed Nov 01 18:30:10 PDT 2017","Wed Nov 01 18:32:43 PDT 2017","Mon Nov 06 17:32:43 PST 2017","2017-11-07 01:33:17 UTC","","","153","100% (1/1)","100% (1/1)","100% (1/1)","329759"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3B837J3LDOW2QMWBI3EID4HEPK6SRT","A3QDW36ZBK7CA8","Approved","Wed Nov 01 14:50:22 PDT 2017","Wed Nov 01 14:52:29 PDT 2017","Mon Nov 06 13:52:29 PST 2017","2017-11-06 21:53:17 UTC","","","127","100% (1/1)","100% (1/1)","100% (1/1)","810417"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3BC8WZX3V3WQP7WY3EEDNUCI3NLRRC","AIC8CB12DQC0K","Approved","Thu Nov 02 08:03:19 PDT 2017","Thu Nov 02 08:07:48 PDT 2017","Tue Nov 07 07:07:48 PST 2017","2017-11-07 15:08:18 UTC","","","269","100% (1/1)","100% (1/1)","100% (1/1)","275821"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3BEFOD78W6TSRLH8NUMJT27Y6F24M5","A3GKM4KL7NPN8R","Submitted","Mon Nov 06 08:28:28 PST 2017","Mon Nov 06 08:32:38 PST 2017","Sat Nov 11 08:32:38 PST 2017","","","","250","0% (0/0)","0% (0/0)","0% (0/0)","530424"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3BWI6RSP7G9RYK7E8UW7J6MZOAZE7Y","A2TTUYOZMRMKTE","Submitted","Sat Nov 04 11:31:33 PDT 2017","Sat Nov 04 11:36:09 PDT 2017","Thu Nov 09 10:36:09 PST 2017","","","","276","0% (0/0)","0% (0/0)","0% (0/0)","176365"
"3E22YV8GG16HBCQY7DO6LVB9T8BPNJ","34S6YYW6IUSWDMQBQWT79L9I7M8BSF","Short survey about your decision as to whether to evacuate or not in Hurricane Harvey","Targeted to people who live in the coastal area of Texas or Louisiana and were affected by Hurricane Harvey","survey, demographic, hurricane","$0.50","Wed Nov 01 11:55:09 PDT 2017","200","BatchId:2993240;OriginalHitTemplateId:920937340;","1200","432000","Sat Nov 11 10:55:09 PST 2017","","","3C6FJU71TQTR2001L31C01SZD91UYI","A2Q7BWWDXGQJQR","Approved","Thu Nov 02 07:56:22 PDT 2017","Thu Nov 02 07:59:59 PDT 2017","Tue Nov 07 06:59:59 PST 2017","2017-11-07 15:00:17 UTC","","","217","100% (1/1)","100% (1/1)","100% (1/1)","858797"
