age,gender,r_white,r_black,r_hispanic,r_asian,r_native,househd_size,have_child,have_elder,income,edu,owner,pets,ht_single_fam,ht_mobile,ht_condo,hm_wood,hm_brick_cement,coast_dist,heard_order,od_voluntary,od_mandatory,know_evac_zone,ez_in_zone,ez_not_in_zone,src_local_radio,src_local_tv,src_cable_cnn,src_cable_weather_channel,src_cable_other,src_internet,importance_nhc,importance_local_media,trust_local_media,seek_local_weather_office,see_track_map,concern_wind,concern_fld_surge,concern_fld_rainfall,concern_tornado,sf_cat4_water,sf_cat4_wind_water,sf_cat3_water,sf_cat3_wind_water,sf_cat2_water,sf_cat2_wind_water,evac
52.0,1,1,0,0,0,0,2.0,0.0,1.0,0.0,0,1,1,1,0,0,1,0,2.71279763697,1.0,0,1,1,1,0,3,2,3,3,0,0,2.0,1.0,0.0,1.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1
51.0,1,1,0,0,0,0,1.0,0.0,0.0,1.0,1,0,1,0,0,1,0,0,6.02854652214,1.0,1,0,1,0,1,0,3,0,3,0,0,0.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
30.0,1,1,0,0,0,0,4.0,1.0,0.0,0.0,0,1,0,0,1,0,0,0,4.4577712924,1.0,1,0,1,0,1,3,1,0,0,0,0,2.0,1.0,1.0,0.0,1.0,2.0,0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1
70.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,3.00920743897,0.0,0,0,0,0,0,0,3,3,3,3,0,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
47.0,1,1,0,0,0,0,1.0,0.0,0.0,1.0,1,1,0,0,0,1,0,0,6.50261539888,0.0,0,0,1,1,0,1,1,3,3,2,3,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
75.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,1,1,0,0,1,0,5.57938804405,0.0,0,0,1,1,0,3,2,1,1,2,0,2.0,2.0,1.0,1.0,1.0,2.0,0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0
63.0,1,1,0,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.79373645765,1.0,1,0,1,1,0,3,3,0,3,0,0,2.0,2.0,1.0,0.0,1.0,2.0,1,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1
49.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,0.821239687314,1.0,1,0,1,1,0,0,1,2,3,1,2,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1
76.0,0,1,0,0,0,0,1.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,14.6773700831,1.0,1,0,1,1,0,1,2,0,1,2,0,2.0,2.0,1.0,0.0,1.0,2.0,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1
36.0,1,1,0,0,0,0,4.0,1.0,0.0,0.0,1,0,0,1,0,0,0,1,1.79373645765,1.0,0,1,1,1,0,1,1,1,1,1,3,2.0,0.0,1.0,1.0,1.0,2.0,1,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1
38.0,0,1,0,0,0,0,5.0,1.0,0.0,1.0,1,1,0,1,0,0,0,1,4.01276419239,1.0,0,1,1,1,0,3,3,0,3,3,3,2.0,2.0,1.0,1.0,1.0,2.0,0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1
50.0,1,1,0,0,0,0,9.0,1.0,0.0,0.0,1,1,0,1,0,0,1,0,3.3267096343,1.0,1,0,1,0,1,3,3,1,3,3,1,1.0,1.0,1.0,1.0,1.0,2.0,2,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1
64.0,1,0,1,0,0,0,2.0,0.0,0.0,1.0,1,1,0,0,0,1,0,0,9.30617167755,0.0,0,0,0,0,0,3,3,3,3,3,0,1.0,1.0,1.0,0.0,1.0,2.0,1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0
62.0,0,1,0,0,0,0,4.0,0.0,0.0,1.0,0,1,1,0,1,0,0,0,17.9799284908,0.0,0,0,1,1,0,0,3,0,0,0,0,2.0,2.0,1.0,1.0,1.0,2.0,0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1
55.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,1,0,12.844711351,0.0,0,0,0,0,0,0,1,3,3,0,0,2.0,2.0,1.0,1.0,1.0,2.0,1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
64.0,1,1,0,0,0,0,4.0,1.0,0.0,1.0,1,1,1,1,0,0,0,1,5.08061049195,1.0,0,1,0,0,0,2,3,1,2,2,1,1.0,2.0,1.0,0.0,1.0,2.0,1,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1
44.0,0,1,0,0,0,0,4.0,1.0,0.0,1.0,1,1,1,1,0,0,0,1,1.90705057892,1.0,0,1,1,1,0,1,2,2,3,0,1,2.0,2.0,1.0,0.0,1.0,2.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
44.0,1,1,0,0,0,0,1.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,5.59795263816,1.0,1,0,1,1,0,0,3,0,3,1,0,2.0,2.0,1.0,0.0,1.0,2.0,2,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0
68.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,1,0,0.912623878528,0.0,0,0,1,1,0,2,3,2,2,2,3,2.0,1.0,1.0,1.0,1.0,1.0,0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0
57.0,1,1,0,0,0,0,5.0,0.0,1.0,0.0,0,1,1,1,0,0,1,0,7.36217817152,1.0,1,0,1,1,0,2,3,0,2,3,0,2.0,2.0,1.0,0.0,1.0,2.0,2,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0
62.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,14.7089938853,0.0,0,0,1,0,1,1,3,1,2,3,0,1.0,2.0,1.0,1.0,1.0,0.0,0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
76.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,1,0,0.821239687314,1.0,0,1,1,1,0,0,3,0,1,0,0,2.0,2.0,1.0,0.0,1.0,2.0,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
55.0,1,0,1,0,0,0,3.0,0.0,0.0,1.0,0,1,0,1,0,0,0,1,9.30617167755,1.0,1,0,0,0,0,3,3,3,3,3,0,2.0,2.0,1.0,1.0,1.0,2.0,1,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
45.0,1,0,0,0,0,0,5.0,1.0,0.0,1.0,1,1,1,1,0,0,0,0,1.74768869467,1.0,0,1,1,1,0,3,0,0,3,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
58.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,1,0,1.83978271224,1.0,0,0,1,0,1,3,3,0,2,0,0,2.0,1.0,1.0,0.0,1.0,2.0,0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0
45.0,0,0,1,0,0,0,7.0,1.0,0.0,0.0,0,0,1,1,0,0,0,1,5.96156828097,0.0,0,0,0,0,0,3,2,0,0,0,0,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1
58.0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,2.09022190259,1.0,1,0,1,0,1,0,3,0,0,2,0,2.0,2.0,1.0,0.0,1.0,1.0,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
78.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,7.36217817152,1.0,1,0,1,1,0,1,3,0,3,3,2,2.0,2.0,1.0,0.0,1.0,1.0,2,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1
32.0,0,1,0,0,0,0,4.0,1.0,0.0,1.0,1,1,1,1,0,0,0,1,1.14537450597,0.0,0,0,1,1,0,1,3,0,0,0,0,1.0,1.0,1.0,0.0,1.0,0.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
78.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,1.06021991934,0.0,0,0,0,0,0,1,3,0,3,3,0,2.0,2.0,1.0,1.0,1.0,0.0,0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0
50.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,0,1,0,0,0,1,8.47499001986,0.0,0,0,1,1,0,1,3,0,3,0,0,2.0,2.0,1.0,0.0,1.0,2.0,0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0
37.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,11.6915611959,1.0,1,0,0,0,0,2,3,1,3,2,0,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
78.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,0,1,0,0,1,0,1.38892133377,0.0,0,0,0,0,0,0,2,1,2,2,0,1.0,1.0,1.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1
31.0,0,1,0,0,0,0,15.0,1.0,0.0,1.0,0,1,1,1,0,0,0,1,2.71279763697,0.0,0,0,1,0,1,0,3,0,0,0,0,2.0,2.0,1.0,1.0,1.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
73.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,5.96156828097,0.0,0,0,1,0,1,3,3,2,3,0,0,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1
47.0,1,1,0,0,0,0,4.0,1.0,1.0,1.0,1,1,1,1,0,0,1,0,3.3529568719,1.0,0,1,1,1,0,1,3,0,2,3,2,2.0,2.0,1.0,0.0,1.0,2.0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1
54.0,0,1,0,0,0,0,3.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,7.36217817152,1.0,1,0,1,0,1,1,3,0,2,0,0,1.0,1.0,1.0,0.0,1.0,1.0,2,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1
74.0,1,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,3.16945733451,0.0,0,0,0,0,0,0,3,3,0,0,0,2.0,2.0,1.0,1.0,1.0,2.0,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0
36.0,0,1,0,0,0,0,3.0,1.0,0.0,1.0,0,1,1,0,1,0,0,0,1.23806778218,1.0,0,1,1,1,0,3,3,0,3,0,0,0.0,2.0,1.0,1.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1
62.0,0,1,0,0,0,0,3.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,0.912623878528,1.0,1,0,1,0,1,0,3,3,3,1,2,2.0,2.0,1.0,0.0,1.0,0.0,1,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0
62.0,0,1,0,0,0,0,3.0,0.0,1.0,1.0,1,1,1,1,0,0,1,0,4.19268340617,1.0,0,1,1,1,0,2,3,0,2,0,0,2.0,2.0,1.0,0.0,1.0,2.0,2,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1
51.0,0,1,0,0,0,0,3.0,1.0,0.0,0.0,0,1,1,0,0,0,0,0,12.6958627488,0.0,0,0,1,1,0,3,2,0,3,3,0,2.0,2.0,1.0,1.0,1.0,1.0,2,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
35.0,1,1,0,0,0,0,4.0,1.0,0.0,1.0,1,1,1,1,0,0,1,0,4.45062081719,1.0,0,1,1,1,0,0,2,0,1,0,3,1.0,1.0,1.0,1.0,1.0,2.0,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1
55.0,1,1,0,0,0,0,3.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,3.03412296034,0.0,0,0,1,0,1,1,3,3,3,3,1,2.0,0.0,1.0,0.0,1.0,2.0,1,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0
71.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,0,1,0,0,0,1,6.90006830956,1.0,0,1,1,1,0,1,3,1,3,0,0,2.0,1.0,1.0,0.0,1.0,2.0,0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
72.0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,15.2260017144,1.0,1,0,1,1,0,1,3,3,3,3,1,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1
55.0,1,0,0,1,0,0,5.0,1.0,0.0,1.0,1,1,0,1,0,0,0,0,0.912623878528,0.0,0,0,1,1,0,2,3,0,0,0,0,2.0,2.0,1.0,0.0,1.0,2.0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0
50.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,0,0,1,1,0,0,1,0,1.03787706021,1.0,1,0,1,1,0,0,3,3,3,0,0,2.0,2.0,1.0,0.0,1.0,2.0,2,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1
23.0,1,1,0,0,0,0,4.0,0.0,0.0,1.0,1,1,0,1,0,0,0,1,1.90705057892,1.0,1,0,1,1,0,2,3,2,3,2,3,1.0,2.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
56.0,1,1,0,0,0,0,5.0,1.0,0.0,1.0,1,1,1,1,0,0,0,1,5.57286077742,1.0,1,0,1,0,1,1,3,0,2,0,3,1.0,2.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
57.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,0,1,0,0,1,0,3.74721457445,1.0,0,1,1,1,0,2,3,1,3,2,0,2.0,2.0,1.0,1.0,1.0,2.0,2,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1
57.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,0,1,0,0,1,0,3.74721457445,0.0,0,0,0,0,0,0,2,0,2,0,2,2.0,2.0,1.0,1.0,1.0,2.0,2,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
34.0,0,1,0,0,0,0,4.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,13.1293674202,1.0,0,1,1,1,0,3,3,0,1,0,0,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1
70.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,12.6958627488,1.0,0,1,0,0,0,0,3,0,1,3,0,2.0,1.0,1.0,0.0,1.0,2.0,2,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1
62.0,0,1,0,0,0,0,6.0,1.0,0.0,0.0,0,1,1,1,0,0,0,1,3.3529568719,0.0,0,0,1,0,1,3,3,1,2,0,0,2.0,2.0,1.0,0.0,1.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
61.0,1,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,1,1,0,0,1,0,4.19268340617,1.0,0,1,1,1,0,0,2,0,0,0,0,2.0,2.0,1.0,1.0,1.0,2.0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
43.0,0,1,0,0,0,0,3.0,1.0,0.0,1.0,1,1,1,1,0,0,0,1,1.06021991934,1.0,0,1,1,1,0,3,1,0,0,0,0,0.0,2.0,1.0,1.0,1.0,1.0,0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1
42.0,0,0,0,0,0,0,3.0,1.0,0.0,1.0,0,1,1,1,0,0,0,1,18.0436763177,1.0,0,0,1,1,0,0,3,0,0,0,0,2.0,2.0,1.0,0.0,1.0,0.0,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
61.0,1,1,0,0,0,0,4.0,1.0,0.0,1.0,0,1,1,1,0,0,1,0,3.65714119175,1.0,1,0,1,1,0,2,3,0,2,0,0,2.0,2.0,1.0,0.0,1.0,2.0,0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
50.0,1,0,0,0,0,1,4.0,0.0,0.0,1.0,1,1,1,1,0,0,1,0,2.41064832357,1.0,1,0,0,0,0,2,3,1,2,2,3,2.0,1.0,1.0,0.0,1.0,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
59.0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,1.81600143607,1.0,1,0,1,1,0,1,3,0,1,0,0,1.0,1.0,1.0,0.0,1.0,2.0,2,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1
40.0,0,1,0,0,0,0,5.0,1.0,0.0,1.0,1,1,1,1,0,0,1,0,2.71279763697,1.0,0,1,1,1,0,1,3,0,3,3,0,2.0,2.0,1.0,1.0,1.0,0.0,2,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
56.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,0,1,0,0,1,0,3.03412296034,1.0,1,0,1,1,0,3,0,0,0,0,0,0.0,2.0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0
57.0,1,1,0,0,0,0,3.0,1.0,0.0,1.0,1,1,1,1,0,0,0,1,3.00920743897,1.0,1,0,1,1,0,3,3,3,3,3,0,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
55.0,0,0,1,0,0,0,3.0,1.0,0.0,0.0,0,1,1,0,1,0,0,0,1.23806778218,1.0,0,1,1,1,0,0,3,0,1,1,0,2.0,2.0,1.0,1.0,1.0,2.0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1
46.0,0,1,0,0,0,0,3.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,3.90288486353,0.0,0,0,1,0,1,1,1,1,3,1,3,2.0,2.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
44.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,4.46811468756,1.0,1,0,1,1,0,3,0,0,0,0,0,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20.0,0,0,0,1,0,0,2.0,0.0,0.0,1.0,0,0,1,0,0,1,0,0,1.80869149098,0.0,0,0,0,0,0,3,3,2,3,2,2,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0
71.0,1,1,0,0,0,0,2.0,0.0,0.0,0.0,1,1,1,1,0,0,1,0,0.635460586647,1.0,0,0,1,1,0,3,3,0,2,0,0,2.0,2.0,1.0,0.0,1.0,2.0,0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
77.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,0,1,0,0,0,1,1.33727045426,1.0,0,1,1,1,0,1,3,3,3,2,0,2.0,2.0,1.0,1.0,1.0,2.0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1
52.0,1,1,0,0,0,0,4.0,0.0,0.0,1.0,0,1,1,0,0,1,0,0,1.26645295261,1.0,0,1,0,0,0,3,2,0,3,0,0,2.0,2.0,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
53.0,0,1,0,0,0,0,3.0,0.0,0.0,1.0,0,0,1,1,0,0,0,0,14.1659611662,1.0,1,0,0,0,0,3,3,0,3,3,3,2.0,2.0,1.0,1.0,1.0,2.0,0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0
71.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,0,1,0,0,0,0,2.39959255124,0.0,0,0,1,0,1,2,3,3,1,3,0,1.0,2.0,1.0,0.0,1.0,2.0,2,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
23.0,0,1,0,0,0,0,3.0,1.0,0.0,0.0,0,1,0,1,0,0,0,0,4.43968787527,1.0,0,1,1,1,0,2,3,1,3,3,3,1.0,2.0,1.0,0.0,1.0,0.0,2,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
76.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1,5.57938804405,0.0,0,0,0,0,0,3,0,0,3,3,0,2.0,2.0,1.0,0.0,1.0,0.0,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
52.0,1,1,0,0,0,0,4.0,0.0,0.0,0.0,1,1,1,1,0,0,1,0,2.71279763697,1.0,0,1,1,1,0,1,1,0,1,0,0,1.0,1.0,1.0,1.0,1.0,2.0,0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1
60.0,0,1,0,0,0,0,4.0,1.0,0.0,0.0,1,1,1,1,0,0,0,1,3.74721457445,1.0,1,0,1,0,1,0,3,0,2,3,0,2.0,2.0,1.0,0.0,1.0,2.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
27.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,0,0,3.74721457445,0.0,0,0,1,1,0,3,3,1,3,0,0,1.0,1.0,1.0,0.0,1.0,1.0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
54.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,0,0,1,0,0,1,0,0,5.54357634765,0.0,0,0,1,1,0,1,3,0,2,0,0,2.0,2.0,1.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
55.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,1.74768869467,0.0,0,0,1,1,0,2,3,1,3,2,0,2.0,2.0,1.0,0.0,1.0,2.0,1,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1
33.0,1,1,0,0,0,0,3.0,1.0,0.0,0.0,0,1,1,0,1,0,0,0,17.9799284908,1.0,1,0,1,0,1,3,3,1,3,3,1,2.0,2.0,1.0,0.0,1.0,2.0,2,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1
28.0,0,1,0,0,0,0,3.0,1.0,0.0,0.0,1,1,0,1,0,0,1,0,4.19268340617,1.0,0,1,1,1,0,0,3,0,1,3,1,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1
49.0,1,1,0,0,0,0,3.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,14.6773700831,1.0,1,0,0,0,0,2,3,0,0,1,0,2.0,2.0,1.0,0.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1
21.0,0,1,0,0,0,0,8.0,1.0,0.0,0.0,0,1,1,0,1,0,0,0,4.33897895503,1.0,0,1,0,0,0,3,2,0,3,3,3,1.0,1.0,1.0,1.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1
67.0,0,1,0,0,0,0,4.0,0.0,0.0,1.0,0,1,0,1,0,0,0,1,14.6773700831,0.0,0,0,1,0,1,0,3,0,2,2,0,2.0,2.0,1.0,0.0,1.0,2.0,2,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1
54.0,1,1,0,0,0,0,1.0,0.0,0.0,1.0,0,1,1,1,0,0,1,0,7.36217817152,1.0,1,0,1,1,0,3,3,0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0
42.0,0,1,0,0,0,0,2.0,1.0,0.0,1.0,1,1,1,1,0,0,0,1,4.4577712924,0.0,0,0,1,0,1,3,3,0,3,0,0,2.0,2.0,1.0,1.0,1.0,2.0,1,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0
60.0,0,1,0,0,0,0,2.0,1.0,0.0,0.0,0,1,0,1,0,0,1,0,8.79134649774,1.0,0,1,1,1,0,1,3,3,3,3,3,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1
43.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,1,1,0,0,1,0,1.03787706021,1.0,1,0,1,1,0,1,3,0,0,0,0,2.0,2.0,1.0,0.0,1.0,2.0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1
46.0,1,0,1,0,0,0,3.0,1.0,0.0,0.0,0,1,0,1,0,0,1,0,9.30617167755,1.0,0,1,1,1,0,0,3,3,3,3,0,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
57.0,1,1,0,0,0,0,3.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,2.09022190259,0.0,0,0,0,0,0,0,3,3,3,0,0,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
63.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,4.39563139626,0.0,0,0,1,1,0,2,2,0,3,0,0,2.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0
40.0,0,0,1,0,0,0,2.0,1.0,0.0,0.0,1,1,1,0,0,0,0,0,8.1871643533,0.0,0,0,1,0,1,3,3,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
75.0,1,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,4.13195767574,0.0,0,0,0,0,0,3,2,0,3,0,0,2.0,1.0,1.0,0.0,1.0,1.0,0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
49.0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,6.02854652214,0.0,0,0,1,1,0,3,3,0,1,0,0,2.0,2.0,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
56.0,1,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,1.79373645765,0.0,0,0,1,1,0,0,3,0,2,3,0,2.0,2.0,1.0,0.0,1.0,0.0,2,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1
69.0,0,0,1,0,0,0,2.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,13.3045470867,1.0,1,0,1,1,0,0,3,0,0,0,0,2.0,2.0,1.0,1.0,1.0,2.0,2,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1
